word_id,level,surface,reading_kana,meaning_ko,jp,ko,naver_source_name,naver_example_id,query,score,meaning_hits,target_match,review_flags,source_url
w_7b6f03a0ef4cc580,N2,来日,らいにち,"일본에 옴, 방일",ハリウッドスターの来日で騒ぎになった,할리우드 스타의 일본 방문으로 소동이 벌어졌다,민중서림 엣센스 일한사전,e6d13728a32c408faded6f82a98af199,来日,117,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E6%9D%A5%E6%97%A5
w_7b77229d7578e77d,N1,そっぽ,そっぽ,"외면, 딴 쪽",外方を見る,딴 쪽을 보다,민중서림 엣센스 일한사전,008bec50526d42c398b7ba1fad4a9527,そっぽ 외면 딴 쪽,159,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E3%81%9D%E3%81%A3%E3%81%BD
w_7bc71c6bc645f274,N4,着く,つく,도착하다,8時に着くとの電話がありました,여덟 시에 도착한다는 전화가 있었습니다,민중서림 엣센스 일한사전,33672cd7a7844e39b01c514bee71d8c6,着く,117,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E7%9D%80%E3%81%8F
w_7be0da7ae0c0dfbd,N5,でかける,でかける,외출하다,出掛ける支度をする.,나들이 준비를 하다,민중서림 엣센스 한일사전,d778a00485a34bf0a9918b5f304ccc92,でかける 외출하다,164,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E3%81%A7%E3%81%8B%E3%81%91%E3%82%8B
w_7bf53804a8fb2b41,N2,全力,ぜんりょく,"전력, 온 힘",全力を尽くしてノルマをやり切る,온 힘을 다해서 노르마를 완수하다,민중서림 엣센스 한일사전,de3523e7d8714eb1bfeb730246705be9,全力 전력 온 힘,117,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E5%85%A8%E5%8A%9B
w_7c161edd74ce787c,N1,委託する,いたくする,위탁하다,商品の販売を委託する.,상품 판매를 위탁하다,민중서림 엣센스 한일사전,0590dd23d96f493bbdf5232998fb563e,委託する 위탁하다,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%A7%94%E8%A8%97%E3%81%99%E3%82%8B
w_7c16b84742ec7d12,N4,すっかり,すっかり,"전부, 모두, 완전히","実は,すっかり忘れていた",실은 까맣게 잊고 있었다,민중서림 엣센스 한일사전,7854db94ec9d413e8b44f2d570c18c1e,すっかり,122,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E3%81%99%E3%81%A3%E3%81%8B%E3%82%8A
w_7c46a6f6431772cc,N1,到達,とうたつ,도착,彼がそのまま頂上に到達するかと思われたが、後方の選手にパスされてしまった。,"그가 그대로 정상에 도착할 것으로 보였지만, 후방 선수에게 패스를 당해버렸다.",플리토,874bb6b623a1403e83595c18a53f375f,到達 도착,112,1,surface,우선 검수 출처,https://ja.dict.naver.com/#/search?query=%E5%88%B0%E9%81%94
w_7c846856a25ae36a,N1,獣,けもの,"짐승, 야수",あいつは獣であって人間ではない.,저놈은 짐승이지 사람이 아니다,민중서림 엣센스 한일사전,54f87eb665bc434eafbabfb25cd15930,獣,102,,,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E7%8D%A3
w_7ca85bc496068dbe,N3,得意な,とくいな,"자신 있는, 잘하는",あなたの持つ才能を使いなさい。もし歌の得意な鳥だけしか歌わないとしたら、森は静まり返ってしまうだろう。 (ヘンリ ヴァン・ダイク),"가지고 있는 어떤 재주든 사용하라. 노래를 가장 잘하는 새들만 지저귀면 숲은 너무도 적막할 것이다. (헨리 반 다이크, 자신감명언)",명언/속담,00de11cab822451c926956ea41f42976,得意な 자신 있는 잘하는,148,3,surface,우선 검수 출처; 네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%BE%97%E6%84%8F%E3%81%AA
w_7cd2a64b26436658,N3,最中,さいちゅう,~의 한가운데,ただ今、樽詰め作業の真っ最中です,지금 통에 담는 작업이 한창입니다,민중서림 엣센스 일한사전,07a3bc965cb44d38b657f3d162ad33c7,最中,122,0,surface,한국어 뜻 직접 일치어 없음; 네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E6%9C%80%E4%B8%AD
w_7ce478d1c4361987,N5,さんかい,さんかい,"3회, 세 번",すすぎは三回します.,헹구기는[헹굼질은] 세 번 합니다,민중서림 엣센스 한일사전,fc7d119f72ba46509753e577c4d95d40,さんかい 3회 세 번,164,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E3%81%95%E3%82%93%E3%81%8B%E3%81%84
w_7d2dc2d277bc090f,N2,把握,はあく,파악,文章の要旨が全く把握できなかった.,문장의 요지를 전혀 파악할 수 없었다,민중서림 엣센스 한일사전,c9cb7f2d844144cf9407c2dcb1309b33,把握,102,,,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E6%8A%8A%E6%8F%A1
w_7d401aa66a47fdb2,N1,緊密な,きんみつな,긴밀한,緊密な連絡を取る.,긴밀한 연락을 취하다,민중서림 엣센스 한일사전,485d211487fb46b7a7fdf5e3210e07c5,緊密な 긴밀한,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E7%B7%8A%E5%AF%86%E3%81%AA
w_7d61c3056e13c0f3,N1,縁談,えんだん,혼담,仲人を通して縁談をすすめる.,중매인을 통하여 혼담을 진행시키다,민중서림 엣센스 한일사전,70f6cd19c0884c5ea62344d4c8771d03,縁談,102,,,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E7%B8%81%E8%AB%87
w_7d793dd7d0ec2242,N1,阻む,そばむ,"저지하다, 가로막다",敵の進撃を阻む,적의 진격을 저지하다.,민중서림 엣센스 일한사전,53c2634374224a1da01d7f42b0f7802c,阻む,101,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E9%98%BB%E3%82%80
w_7d7f86172ab0383f,N4,考える,かんがえる,생각하다,賢者は、健康は人に最も幸せなことだとよく考え、どう病気から利益を得ることができるか彼自身の考えで学ぶべきだ。(ヒポクラテス),"현명한 자는 건강을 인간의 가장 큰 축복으로 여기고, 아플 땐 병으로부터 혜택을 얻어낼 방법을 스스로 생각하여 배워야 한다. (히포크라테스, 건강명언)",명언/속담,d21fdf67e6734a4ca29fbe603b05bbf8,考える 생각하다,42,0,stem,한국어 뜻 직접 일치어 없음; 활용 어간으로만 목표어 확인; 자동 선택 점수 80 미만; 우선 검수 출처,https://ja.dict.naver.com/#/search?query=%E8%80%83%E3%81%88%E3%82%8B
w_7d93f4c3af459575,N1,盛大,せいだい,성대함,盛大な祝典を挙行する,성대한 축전을 거행하다.,민중서림 엣센스 일한사전,818ffea7b01b41d68525d0c12c9b555d,盛大 성대함,117,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E7%9B%9B%E5%A4%A7
w_7dc741e9297976d0,N1,過ち,あやまち,"잘못, 실수",瞬間の過ちが不幸を招いた.,순간적인 실수가 불행을 초래했다,민중서림 엣센스 한일사전,fa11c9258c04488fb247a38de9faff76,過ち,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E9%81%8E%E3%81%A1
w_7e2ac95308acb1ab,N3,予測,よそく,예측,目下の情勢では結果を予測できない.,목하의 정세로는 결과를 예측할 수 없다,민중서림 엣센스 한일사전,d11c3854825f42279fc3b6db4aa71d32,予測 예측,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E4%BA%88%E6%B8%AC
w_7e3ddba1d47dfc1f,N3,見送る,みおくる,배웅하다,空港まで友人を見送くる,공항까지 친구를 배웅하다,민중서림 엣센스 일한사전,5c9771790d3648bf8ff9db5aee356ead,見送る 배웅하다,79,1,reading,자동 선택 점수 80 미만,https://ja.dict.naver.com/#/search?query=%E8%A6%8B%E9%80%81%E3%82%8B
w_7e59da7fcdde90bc,N3,被害,ひがい,피해,台風の被害を免れる,태풍 피해를 피하다,민중서림 엣센스 일한사전,8060b3aa991b4534bf4ab905626ad2e3,被害 피해,129,1,surface,일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E8%A2%AB%E5%AE%B3
w_7e5efe5cd8b22071,N1,共存,きょうぞん,공존,人の心の中には悪魔と天使が共存している.,사람의 마음속에는 악마와 천사가 공존하고 있다,민중서림 엣센스 한일사전,a623cb78fdd940d2838259ba42fcce59,共存 공존,114,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%85%B1%E5%AD%98
w_7e8f27d159af76ef,N1,高尚な,こうしょうな,고상한,高尚な考えには高尚な言葉がなければならない。(アリストパネース),"고결한 생각은 고상한 언어로 표현해야 한다. (아리스토파네스, 언어명언)",명언/속담,3fce4e5e2c2c496084073f408186ec87,高尚な 고상한,124,1,surface,우선 검수 출처,https://ja.dict.naver.com/#/search?query=%E9%AB%98%E5%B0%9A%E3%81%AA
w_7e95c5f151ec1f1e,N1,心無い,こころない,"철이없다,매정하다",心無いことをしでかしたものだ.,철없는 짓을 했군,민중서림 엣센스 한일사전,930bf6fc907b47e0a8233da661dd339b,心無い,122,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E5%BF%83%E7%84%A1%E3%81%84
w_7ea20007b10fcf12,N1,作り,つくり,"만듦새, 구조; 체격",スカーフの結び方やコサージ作りを覚えれば，同じ服も見違える,스카프 매는 법이나 코르사주로 멋내는 방법을 알아두면 같은 옷도 아주 달라 보인다.,민중서림 엣센스 외래어사전,dc85d8e402ae4017995615cd25ed453a,作り,122,0,surface,한국어 뜻 직접 일치어 없음; 네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E4%BD%9C%E3%82%8A
w_7f446e56ccf4f51c,N2,懸命,けんめい,"열심임, 필사적임",懸命の努力,필사적인 노력,민중서림 엣센스 일한사전,a76f37eabe644e5ea85a2bb858d5d0df,懸命 열심임 필사적임,72,0,surface,한국어 뜻 직접 일치어 없음; 자동 선택 점수 80 미만,https://ja.dict.naver.com/#/search?query=%E6%87%B8%E5%91%BD
w_7f53883dfec13912,N4,都,と,"수도의, 대도시의",ここを都と定める,여기를 수도로 정하다,교학사 일한사전,66c53871f6be457399649350739e4beb,都 수도의 대도시의,115,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E9%83%BD
w_7f8b1efcd206d4ac,N3,代表的だ,だいひょうてきだ,대표적이다,漢江(ハンガン)は、ソウルの代表的な顔だ。,한강은 서울의 대표적 얼굴이다.,국립국어원 한국어-일본어 학습사전,1e477a94e2cb4e4caa297eadb1e9d4ec,代表的だ 대표적이다,52,0,stem,한국어 뜻 직접 일치어 없음; 활용 어간으로만 목표어 확인; 자동 선택 점수 80 미만,https://ja.dict.naver.com/#/search?query=%E4%BB%A3%E8%A1%A8%E7%9A%84%E3%81%A0
w_7fa1415b0a1da35b,N2,恐縮,きょうしゅく,"죄송함, 황송함",恐縮の至りです.,황송하기 이를 데 없습니다,민중서림 엣센스 한일사전,8db550089194451c8ce27ca5166f9252,恐縮 죄송함 황송함,122,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E6%81%90%E7%B8%AE
w_80d1fde9c12ec7bb,N2,活発,かっぱつ,활발,最近の商況[商状]は活発でない.,최근의 상황은 활발하지 않다,민중서림 엣센스 한일사전,227fa46c6b2e4030a93b8bae3283e350,活発 활발,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E6%B4%BB%E7%99%BA
w_80f8172b3e531738,N2,快晴だ,かいせいだ,쾌청하다,翌日は快晴だった,이튿날은 쾌청했다,교학사 일한사전,91472624a0ff4789be7341481a0ca75a,快晴だ 쾌청하다,115,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E5%BF%AB%E6%99%B4%E3%81%A0
w_80fbcf016fe63b12,N1,上陸,じょうりく,"땅, 토지",海から陸地に接近した海兵隊の上陸作戦で、われわれの軍はその土地を取り戻すことができた。,바다에서 육지로 접근한 해병대의 상륙 작전으로 우리 군은 그 땅을 되찾을 수 있었다.,국립국어원 한국어-일본어 학습사전,a8561907030e4aa99cec97a841d9b6f3,上陸 땅 토지,62,0,surface,한국어 뜻 직접 일치어 없음; 자동 선택 점수 80 미만,https://ja.dict.naver.com/#/search?query=%E4%B8%8A%E9%99%B8
w_8150d23de8ee7dd5,N4,簡単,かんたん,"간단함, 쉬움",弟はいつも簡単にできる易しい仕事ばかりしようとする。,동생은 항상 간단하게 할 수 있는 쉬운 일만 하려고 한다.,국립국어원 한국어-일본어 학습사전,5ba1f35ca7ca487aaced8dd77a843403,簡単 간단함 쉬움,102,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E7%B0%A1%E5%8D%98
w_817fb1a64de6de6f,N2,太鼓,たいこ,"북, 다이코",太鼓を打って時を告げる,북을 쳐서 때를 알리다,민중서림 엣센스 일한사전,b33b0dd93a6f4f0da6f8f4cf727a5871,太鼓 북 다이코,117,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E5%A4%AA%E9%BC%93
w_81c9dc74c01669b1,N3,上,じょう,위,上には上がある,기는 놈 위에 나는 놈 있다,민중서림 엣센스 일한사전,8685ea3f367c4a2cacab2aa463241594,上 위,97,0,surface,한국어 뜻 직접 일치어 없음; 네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E4%B8%8A
w_81d9a253570bac6e,N2,ばからしい,ばからしい,"어리석다, 터무니없다",馬鹿らしい目にあう,어이없는 변을 당하다,민중서림 엣센스 일한사전,239ec3b3db534171836e68db1c498f4f,ばからしい,151,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E3%81%B0%E3%81%8B%E3%82%89%E3%81%97%E3%81%84
w_81f5329294ad5f0f,N2,物騒,ぶっそう,"뒤숭숭함, 위험함",物騒な物を持っている,(권총 따위) 위험한 물건을 갖고[소지하고] 있다,민중서림 엣센스 일한사전,50d96cc6810f4ddc9c95680b295a0b73,物騒 뒤숭숭함 위험함,117,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E7%89%A9%E9%A8%92
w_81fc20339d20785d,N4,喉,のど,목(구멍),喉がよく乾きます。,목이 자주 말라요. (병원/약국>내과/이비인후과>이비인후과),글로벌회화,f8f83436c08e457c84278e26a622b652,喉 목 구멍,120,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E5%96%89
w_821fed5874da04da,N2,真っ暗,まっくら,"캄캄함, 깜깜함",空が真っ暗になる.,하늘이 까매지다,민중서림 엣센스 한일사전,4ef3e9e3f75f49c9905e7ac0188dc57d,真っ暗,144,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E7%9C%9F%E3%81%A3%E6%9A%97
w_824169b48644bb9e,N1,粘り強い,ねばりづよい,끈기있다,ロ：妻の粘り強い説得に負けてしまいました。,나: 아내의 끈질긴 설득에 휘말리고 말았어요.,국립국어원 한국어-일본어 학습사전,1e15cc777527419da354fc209b4fada8,粘り強い,102,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E7%B2%98%E3%82%8A%E5%BC%B7%E3%81%84
w_82b7621ef70eb0d5,N2,一通り,ひととおり,"대충, 한 차례",生け花も一通りは心得ている,꽃꽂이도 대충은 알고 있다,민중서림 엣센스 일한사전,4c639550b99445dca9b882e3de950b56,一通り,129,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E4%B8%80%E9%80%9A%E3%82%8A
w_82d2d40c223c0fc0,N4,中々,なかなか,"매우, 상당히, 꽤",将来的にエアピストルをやりたいので、ハンドライフルを始めましが、中々難しいです。,"장래에 에어 피스톨을 하고 싶어서 핸드 라이플을 시작했으나, 꽤나 어렵습니다.",플리토,ce8e893c87e44cc7ae8e87201a776d20,中々,92,0,surface,한국어 뜻 직접 일치어 없음; 우선 검수 출처,https://ja.dict.naver.com/#/search?query=%E4%B8%AD%E3%80%85
w_82dfb47bb4105f0d,N1,調達,ちょうたつ,조달,クリプトカレンシーの売却を通じて資金を調達する,암호 통화 매각으로 자금을 조달하다,민중서림 엣센스 일한사전,94496bfc916142088c13e4435257e527,調達 조달,129,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E8%AA%BF%E9%81%94
w_82e5e160001eb4f6,N1,扉,とびら,"문, 문짝",扉が開いた。すると、その人が中から現れた,문이 열렸다. 그러자 그 사람이 안에서 나타났다,민중서림 엣센스 일한사전,fd9d4182431345ef92866755f563ce76,扉,102,,,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E6%89%89
w_831749e2e88001b5,N5,川,かわ,강,河海は細流を択(えら)ばず。(海はどんな川も拒まない),"바다는 강물을 마다하지 않는다. (서양속담, 용서속담)",명언/속담,8a63d8ab3b73440c92727bf637598ec0,川,42,,,자동 선택 점수 80 미만; 우선 검수 출처,https://ja.dict.naver.com/#/search?query=%E5%B7%9D
w_831bf96fe18c4f09,N2,解く,ほどく,"풀다, 끄르다",彼女はホテルに着いて荷を解くやいなやカメラを持って外に出た,그녀는 호텔에 도착해 짐을 풀자마자 카메라를 들고 밖으로 나왔다,민중서림 엣센스 일한사전,535b9084f83345ad96389b7f549af87f,解く,117,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E8%A7%A3%E3%81%8F
w_831c5e9a87f0c027,N3,下線,かせん,밑줄,オンマウスで下線が表示される,온 마우스로 밑줄이 표시되다,민중서림 엣센스 일한사전,332f7db3a9404ea9b90bdc47c940def8,下線 밑줄,129,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E4%B8%8B%E7%B7%9A
w_832ed28cb70f2593,N4,見える,みえる,"보이다, 오시다",髪の毛1本1本まで見えるHDTV(高精細テレビ)を発表する,머리카락 한 올 한 올까지 보이는 HDTV(고화질 텔레비전)를 발표하다,민중서림 엣센스 일한사전,fc30aff1e0d1476b9a60d100c5e73b26,見える 보이다 오시다,109,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E8%A6%8B%E3%81%88%E3%82%8B
w_832f7650808f7bdf,N1,参議院,さんぎいん,참의원,衆議院は参議院とともに国会を構成する,중의원은 참의원과 더불어 국회를 구성한다.,민중서림 엣센스 일한사전,ea097be1af9a44c9b75a6f393cc7af92,参議院,89,,,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%8F%82%E8%AD%B0%E9%99%A2
w_833594898192c2a8,N3,奪う,うばう,빼앗다,手の物を奪うつもりで脅した.,손의 것을 빼앗을 양으로 을렀다,민중서림 엣센스 한일사전,66fbf7551dac4ed2babba2c047bc8c08,奪う,122,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E5%A5%AA%E3%81%86
w_8348344251cc1290,N3,軍,ぐん,"군, 군대",軍の一部が反乱を起こした.,군의 일부가 반란을 일으켰다,민중서림 엣센스 한일사전,18fecb97862048b1b092deb974b90365,軍 군 군대,122,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E8%BB%8D
w_837681aeccee5dd7,N2,寒帯,かんたい,한대,寒帯植物[地方].,한대 식물[지방],민중서림 엣센스 한일사전,ed9fc9126c9549c39a09c4dd23ea56da,寒帯 한대,49,1,surface,자동 선택 점수 80 미만,https://ja.dict.naver.com/#/search?query=%E5%AF%92%E5%B8%AF
w_83ae7074dc030eb4,N3,訳,わけ,이유,欠席した訳を言うのが順だ,결석한 이유를 말하는 것이 당연하다,민중서림 엣센스 일한사전,1bdec226b8d9470f937c3f0b98a4e665,訳 이유,129,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E8%A8%B3
w_83b5460f8df7ce6b,N2,反映,はんえい,반영,大衆がトーク・ラジオを反映するのでなく，トーク・ラジオが大衆を反映するのだ,대중이 토크 라디오를 반영하는 것이 아니라 토크 라디오가 대중을 반영하는 것이다.,민중서림 엣센스 외래어사전,cb9e4243bc3248acbb7dff0a7cf79f92,反映 반영,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%8F%8D%E6%98%A0
w_83fc519a9c83ad68,N3,選択,せんたく,선택,みなさんの賢明な選択をお願い致します.,여러분의 현명한 선택을 부탁드리겠습니다,민중서림 엣센스 한일사전,02541870c11a4aa3a05ebe875f0fd511,選択 선택,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E9%81%B8%E6%8A%9E
w_840363ac9285856a,N2,無数,むすう,"무수함, 셀 수 없이 많음",無数の人が集まった.,무수한 사람이 모였다,민중서림 엣센스 한일사전,23854331127c4d05a1db22f3cdba2c4e,無数,122,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E7%84%A1%E6%95%B0
w_842c01324c0f7575,N1,あどけない,あどけない,천진난만하다,街の女性たちはあどけない軍人たちを色目を使って誘惑した。,길거리의 여인들이 순진한 군인들에게 추파를 던지며 유혹했다.,국립국어원 한국어-일본어 학습사전,3c35380562da40e2b821ba5f023efddc,あどけない,122,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E3%81%82%E3%81%A9%E3%81%91%E3%81%AA%E3%81%84
w_844d5a2ccd0a4dad,N1,逃走,とうそう,탈출,犯人は群衆に紛れて逃走した.,범인은 군중 속에 뒤섞여 도주하였다,민중서림 엣센스 한일사전,9d1668ca01274f2abc7b4e1a914df24c,逃走,122,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E9%80%83%E8%B5%B0
w_844f0e04d0edbe6d,N2,巡る,めぐる,"돌다, 순회하다",黄昏に染まる街々を巡る,황혼에 물든 거리거리를 돌아다니다,민중서림 엣센스 일한사전,23a160f8639b44858e5188e5f996afbf,巡る,117,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E5%B7%A1%E3%82%8B
w_8452ac29c02b0af6,N2,見慣れる,みなれる,눈에익숙하다,見慣れるまで時間がかかる,눈에 익기까지 시간이 걸리다,민중서림 엣센스 일한사전,0493a4fc43a740bcb4db7f76818e4b37,見慣れる,117,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E8%A6%8B%E6%85%A3%E3%82%8C%E3%82%8B
w_847bb125431fb442,N1,重んずる,おもんずる,"중시하다, 존중하다",量より質を重んずる.,양보다 질을 중히 여기다,민중서림 엣센스 한일사전,429078a78daa43309d31a82c311f84c6,重んずる,102,,,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E9%87%8D%E3%82%93%E3%81%9A%E3%82%8B
w_84a0c4c5c15256e3,N3,無駄,むだ,"헛됨, 낭비",貴重な時間を無駄にする,귀중한 시간을 헛되이 쓰다[낭비하다],민중서림 엣센스 일한사전,01d01d7fc3e54c5ea691d1168cd907cf,無駄 헛됨 낭비,129,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E7%84%A1%E9%A7%84
w_84b185d190b086ff,N2,発行,はっこう,발행,盗難届けを発行してください。,도난 신고서를 발행해 주세요. (긴급상황(SOS)>분실/범죄>분실/도난 신고),글로벌회화,15c4079a843f468291ab760ec8446159,発行 발행,124,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E7%99%BA%E8%A1%8C
w_84b9dbc13150df11,N2,務める,つとめる,"(임무를)맡다,역할을다하다",A代表の監督を務める,A 대표 감독을 맡다,민중서림 엣센스 일한사전,c29c2b2ebb06473cafbaac1b99dcf098,務める,129,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%8B%99%E3%82%81%E3%82%8B
w_84d9d692e8fc1ee1,N3,生まれ,うまれ,"출생, 출생 장소",彼はきっすいのソウル生まれだ.,그는 토박이 서울 태생이다,민중서림 엣센스 한일사전,54e11163e0cb47a9be643ca7e5eaac98,生まれ,122,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E7%94%9F%E3%81%BE%E3%82%8C
w_84dcce5744871daa,N1,真相,しんそう,진상,事件の真相が明らかにされた.,사건의 진상이 명백히 밝혀졌다,민중서림 엣센스 한일사전,98549834c43e4ab8928e1417640d8be4,真相 진상,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E7%9C%9F%E7%9B%B8
w_84eb455426c5a140,N5,道,みち,길,道なき道を踏み分けて進んだ.,길도 나 있지 않은 곳을 헤치고 나아갔다,민중서림 엣센스 한일사전,5101c63c05a54543b05f55c96d038cdc,道 길,122,0,surface,한국어 뜻 직접 일치어 없음; 네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E9%81%93
w_84ebf670f5baf34e,N2,コレクション,コレクション,"컬렉션, 수집",例えば、単なるコレクション目的で銃の所持が許可されることはない。,"예를 들어, 단순한 컬렉션 목적으로 총을 소지하는 게 허가되는 경우는 없다.",플리토,ee16053e4d84446fbe6e37e2b16d8dd9,コレクション 컬렉션 수집,132,1,surface,우선 검수 출처,https://ja.dict.naver.com/#/search?query=%E3%82%B3%E3%83%AC%E3%82%AF%E3%82%B7%E3%83%A7%E3%83%B3
w_8518c3195cf69801,N2,書留,かきとめ,등기 우편,手紙[小包]を書留(郵便)で送る.,편지[소포]를 등기 우편으로 부치다,민중서림 엣센스 한일사전,6a6f48451e6146198d1b027f31ff7689,書留 등기 우편,146,2,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E6%9B%B8%E7%95%99
w_85538e4f730b1fbb,N2,櫛,くし,빗,髪に櫛を入れる,머리를 빗다; 머리를 빗질하다,민중서림 엣센스 일한사전,a76226463b6c431ba3de56b07db5d2b1,櫛 빗,117,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E6%AB%9B
w_85539308d155e6d1,N3,局,きょく,"(방송)국, 부서",ロ：うん。今日はA局の番組がABC放送局で中継放送されるよ。,나: 응. 오늘은 A국 프로그램이 ABC 방송국에서 중계방송될 거야.,국립국어원 한국어-일본어 학습사전,93f49051d6184cad8ccb9a93da24997f,局 방송 국 부서,66,1,surface,자동 선택 점수 80 미만,https://ja.dict.naver.com/#/search?query=%E5%B1%80
