id,level,surface,reading_kana,meaning_ko,issues,catalog_status,catalog_level,catalog_pron,catalog_entry,search_status,search_level,search_entry,jmdict_issue,jmdict_detail,example_source,example_contain_basis,example_jp,spelling_note,naver_means,source_url
w_2385034ec0aae4d5,N2,締め切る,しめきる,"마감하다, 마감 짓다",naver-level-missing,naver_level_missing,,,,match,N2,締(め)切る·閉(め)切る,,,naver,surface,先着２０名で締め切る,,,https://ja.dict.naver.com/#/search?query=%E7%B7%A0%E3%82%81%E5%88%87%E3%82%8B
w_b1c2aa5444f0f1c7,N2,くるむ,くるむ,"싸다, 감싸다",example-headword-missing,match,N2,包む,くるむ,,,,,,naver,missing,体をバスタオルで包む,,휩싸다;둘러싸다;→くるめる,https://ja.dict.naver.com/#/search?query=%E3%81%8F%E3%82%8B%E3%82%80
w_76a0eb1e41436ab7,N2,平らげる,たいらげる,"다 먹어 치우다, 평정하다",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,平らげる,,,self,stem,彼は寿司を三人前平らげた。,,,https://ja.dict.naver.com/#/search?query=%E5%B9%B3%E3%82%89%E3%81%92%E3%82%8B
w_5135dd81e7fcc848,N2,払い戻す,はらいもどす,환불하다,naver-level-missing;level-mismatch-confirmed,naver_level_missing,,,,mismatch,N3,払(い)戻す,,,naver,surface,税金を払い戻す,,,https://ja.dict.naver.com/#/search?query=%E6%89%95%E3%81%84%E6%88%BB%E3%81%99
w_40a6caa2efc2a517,N2,乗り越し,のりこし,지나쳐 탐,naver-level-missing;level-mismatch-confirmed,naver_level_missing,,,,mismatch,N3,乗(り)越し,,,naver,surface,会話に夢中になって乗り越しする,,,https://ja.dict.naver.com/#/search?query=%E4%B9%97%E3%82%8A%E8%B6%8A%E3%81%97
w_7dbaaf931093de54,N2,銘々,めいめい,"각자, 각각",naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,self,surface,参加者は銘々好きな席に座った。,,,https://ja.dict.naver.com/#/search?query=%E9%8A%98%E3%80%85
w_53cc9946cf9a22e6,N2,ごめんください,ごめんください,"실례합니다, 계십니까",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,御免下さい,,,naver,surface,ごめんください((訪問の時)),,,https://ja.dict.naver.com/#/search?query=%E3%81%94%E3%82%81%E3%82%93%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84
w_560fcad7938d0b0c,N2,つねる,つねる,꼬집다,example-headword-missing,match,N2,抓る,つねる,,,,,,naver,missing,ももを抓る,,꼬집다,https://ja.dict.naver.com/#/search?query=%E3%81%A4%E3%81%AD%E3%82%8B
w_4c88110f6a425af8,N2,あぶる,あぶる,"태우다, 그슬리다, 굽다, 볶다",example-headword-missing,match,N2,炙る·焙る·燔る,あぶる,,,,,,naver,missing,アジの干物を軽く炙る,,쬐어 굽다;말리다;덥게 하다,https://ja.dict.naver.com/#/search?query=%E3%81%82%E3%81%B6%E3%82%8B
w_9375044e7571e8e4,N2,呼び止める,よびとめる,불러세우다,naver-level-missing;level-mismatch-confirmed,naver_level_missing,,,,mismatch,N1,呼(び)止める,,,naver,surface,通行人を呼び止める,,,https://ja.dict.naver.com/#/search?query=%E5%91%BC%E3%81%B3%E6%AD%A2%E3%82%81%E3%82%8B
w_8fceccfb0b0413c3,N1,何なり,なんなり,무엇이든,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,naver,reading,ロ：もちろんです。なんなりと仰せつけください。,,,https://ja.dict.naver.com/#/search?query=%E4%BD%95%E3%81%AA%E3%82%8A
w_cc78ebd8b2b6037f,N1,大らかな,おおらかな,대범한,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=大らか suffix=な,naver,reading,どうか私の過ちをおおらかなに理解してください。,,,https://ja.dict.naver.com/#/search?query=%E5%A4%A7%E3%82%89%E3%81%8B%E3%81%AA
w_62ca309fa490e070,N1,おいて,おいて,"~에 있어서, ~에서",example-headword-missing,match,N1,於いて,おいて,,,,,,naver,missing,人物に於いて彼に劣る,,…에서;…에 있어서;…에 관하여;…으로,https://ja.dict.naver.com/#/search?query=%E3%81%8A%E3%81%84%E3%81%A6
w_1739219b9edbbe14,N1,まとめ,まとめ,"정리, 종합",example-headword-missing,match,N1,纏め·纒め,まとめ,,,,,,naver,missing,学習の纏めをする,,"중점만을 모아서 정리함;또, 그렇게 한 것;분쟁을 조정함;수습",https://ja.dict.naver.com/#/search?query=%E3%81%BE%E3%81%A8%E3%82%81
w_4e62d76c327ed8cd,N1,ファン,ファン,"팬, 선풍기",level-ambiguous,manual_review,N1,,ファン,match,N1,ファン,,,naver,surface,ファンの声援に力を得る.,,팬;부채;선풍기,https://ja.dict.naver.com/#/search?query=%E3%83%95%E3%82%A1%E3%83%B3
w_fa9a779280995563,N1,支援,しえん,지원,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,支援,,,naver,surface,難病と戦う人達を支援する,,,https://ja.dict.naver.com/#/search?query=%E6%94%AF%E6%8F%B4
w_e19bb44678c7262b,N1,非常に,ひじょうに,"매우, 몹시",level-mismatch,mismatch,N4,非常に,%E3%81%B2%E3%81%98%E3%82%87%E3%81%86%E3%81%AB,search_no_jlpt,,非常に,,,naver,surface,非常に大事な話をする,,"매우, 상당히",https://ja.dict.naver.com/#/search?query=%E9%9D%9E%E5%B8%B8%E3%81%AB
w_ea9d5a7abc96492d,N1,非,ひ,"비, 잘못, 부정",level-mismatch,mismatch,N3,非,%E3%81%B2,manual_review,N2,非,,,naver,surface,当方の非は否定すべくもない,,비;좋지 않음;나쁨;비…;부정을 나타냄,https://ja.dict.naver.com/#/search?query=%E9%9D%9E
w_990e018f811afeb0,N1,寄り掛かる,よりかかる,"기대다, 의지하다",naver-level-missing,naver_level_missing,,,,match,N1,寄(り)掛かる·倚り掛る·凭り掛かる,,,naver,surface,土壁に寄り掛かる。,,,https://ja.dict.naver.com/#/search?query=%E5%AF%84%E3%82%8A%E6%8E%9B%E3%81%8B%E3%82%8B
w_00b6d9661826f4ca,N1,仕方なく,しかたなく,어쩔 수 없이,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,仕方なく·仕方無く,,,naver,surface,仕方なく諦める,,,https://ja.dict.naver.com/#/search?query=%E4%BB%95%E6%96%B9%E3%81%AA%E3%81%8F
w_c766896a204faa81,N1,体付き,からだつき,"몸매, 체격",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,体付き,,,naver,surface,体付きががりがりだ.,,,https://ja.dict.naver.com/#/search?query=%E4%BD%93%E4%BB%98%E3%81%8D
w_894a68158d207560,N1,嫌々,いやいや,"마지못해, 싫어하며",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,嫌々,,,naver,surface,私はまずくて嫌々ながら食べるふりをした。,,,https://ja.dict.naver.com/#/search?query=%E5%AB%8C%E3%80%85
w_ce14fb103a34164a,N1,行い,おこない,"행실, 행동",naver-level-missing,naver_level_missing,,,,match,N1,行(な)い,,,naver,surface,ＪＲは，線区ごとにマーケット・リサーチを行い，デザインにも反映させている,,,https://ja.dict.naver.com/#/search?query=%E8%A1%8C%E3%81%84
w_9d6dc8ee8bdac291,N1,細胞,さいぼう,세포,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,細胞,,,naver,surface,癌細胞が外の部分に転移する.,,,https://ja.dict.naver.com/#/search?query=%E7%B4%B0%E8%83%9E
w_11f44b191e516e20,N1,リスク,リスク,"리스크, 위험",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,リスク,,,naver,surface,‘長生きリスクへの対応'というテーマで講演する,,,https://ja.dict.naver.com/#/search?query=%E3%83%AA%E3%82%B9%E3%82%AF
w_8ac4bdc55f734e09,N1,受け入れ,うけいれ,"수령, 수신, 수락, 수용",naver-level-missing,naver_level_missing,,,,match,N1,受(け)入れ,,,naver,surface,受け入れの素地を作る,,,https://ja.dict.naver.com/#/search?query=%E5%8F%97%E3%81%91%E5%85%A5%E3%82%8C
w_628691a446bfd8e5,N1,邪魔する,じゃまする,"방해하다, 훼방 놓다",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,邪魔する,derived-form,base=邪魔 suffix=する,self,surface,勉強中の弟を邪魔するのはやめなさい。,,,https://ja.dict.naver.com/#/search?query=%E9%82%AA%E9%AD%94%E3%81%99%E3%82%8B
w_38b95f3d0288dfda,N1,当たり,あたり,"촉감;감촉, 사귀는 품;붙임성, 짚어 봄",naver-level-missing,naver_level_missing,,,,match,N1,当(た)り,,,naver,surface,当たりをつける,,,https://ja.dict.naver.com/#/search?query=%E5%BD%93%E3%81%9F%E3%82%8A
w_cadb4275463fc36e,N1,加工する,かこうする,가공하다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=加工 suffix=する,naver,surface,宝石を精巧に加工する.,,,https://ja.dict.naver.com/#/search?query=%E5%8A%A0%E5%B7%A5%E3%81%99%E3%82%8B
w_058dd20d817eb3da,N1,効率,こうりつ,효율,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,効率,,,naver,surface,スマホノートで仕事を効率化する,,,https://ja.dict.naver.com/#/search?query=%E5%8A%B9%E7%8E%87
w_70798e83d847617c,N1,起動,きどう,"기동,시동",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,起動,,,naver,surface,異物の噛み込みによりポンプの起動ができなくなる,,,https://ja.dict.naver.com/#/search?query=%E8%B5%B7%E5%8B%95
w_ab86e857aea44aa8,N1,受賞,じゅしょう,수상,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,受賞,,,naver,surface,通算３度目のMVP受賞を果たした,,,https://ja.dict.naver.com/#/search?query=%E5%8F%97%E8%B3%9E
w_b025d61bd92053cb,N1,仕組み,しくみ,"구조,원리",naver-level-missing,naver_level_missing,,,,match,N1,仕組(み),,,naver,surface,"仕組みが簡単で,値段がやすく故障も少ない.",,,https://ja.dict.naver.com/#/search?query=%E4%BB%95%E7%B5%84%E3%81%BF
w_3f1c2701ee4d167c,N1,披露する,ひろうする,"피로하다, 공개하다",naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=披露 suffix=する,naver,surface,結婚を披露する.,,,https://ja.dict.naver.com/#/search?query=%E6%8A%AB%E9%9C%B2%E3%81%99%E3%82%8B
w_91817427730be04c,N1,閉鎖する,へいさする,폐쇄하다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=閉鎖 suffix=する,naver,surface,門を閉鎖する.,,,https://ja.dict.naver.com/#/search?query=%E9%96%89%E9%8E%96%E3%81%99%E3%82%8B
w_fe869f63d9660ff6,N1,届,とどけ,신고(서),naver-level-missing,naver_level_missing,,,,match,N1,届(け),,,naver,surface,転出[転入]届を出し忘れる,,,https://ja.dict.naver.com/#/search?query=%E5%B1%8A
w_9ac4f42499748226,N1,該当する,がいとうする,해당하다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=該当 suffix=する,naver,surface,10万ウォン相当に該当する。,,,https://ja.dict.naver.com/#/search?query=%E8%A9%B2%E5%BD%93%E3%81%99%E3%82%8B
w_e46e25b8f8c8a88c,N1,にも関わらず,にもかかわらず,~에도 불구하고,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,naver,surface,兄の反省にも関わらず、父の御怒りは簡単に収まらなかった。,,,https://ja.dict.naver.com/#/search?query=%E3%81%AB%E3%82%82%E9%96%A2%E3%82%8F%E3%82%89%E3%81%9A
w_5f62730ecca73845,N1,流出,りゅうしゅつ,유출,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,流出,,,naver,surface,タンカーが座礁して原油が流出している,,,https://ja.dict.naver.com/#/search?query=%E6%B5%81%E5%87%BA
w_b87f291dcfcaefd7,N1,仕掛け,しかけ,"장치, 장치된 것",naver-level-missing,naver_level_missing,,,,match,N1,仕掛(け)·仕懸(け),,,naver,surface,この器具は簡単な仕掛けだ,,,https://ja.dict.naver.com/#/search?query=%E4%BB%95%E6%8E%9B%E3%81%91
w_ce70656918f80907,N1,いい加減に,いいかげんに,대충,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=いい加減 suffix=に,naver,reading,いいかげんに切り上げろ.,,,https://ja.dict.naver.com/#/search?query=%E3%81%84%E3%81%84%E5%8A%A0%E6%B8%9B%E3%81%AB
w_be8f9e3b572d5ccc,N1,フォローする,フォローする,"보조하다, 지원하다",naver-level-missing;spelling-kana-not-in-jmdict;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,kana-not-in-jmdict,kana form absent from JMdict readings,naver,surface,新入社員の業務をフォローする,,,https://ja.dict.naver.com/#/search?query=%E3%83%95%E3%82%A9%E3%83%AD%E3%83%BC%E3%81%99%E3%82%8B
w_fa131223d290a13b,N1,切り替え,きりかえ,"전환, 교체",naver-level-missing,naver_level_missing,,,,match,N1,切(り)替え·切(り)換え,,,naver,surface,切り替えのところで漏れちゃって、戻りが遅れて抜けられた。,,,https://ja.dict.naver.com/#/search?query=%E5%88%87%E3%82%8A%E6%9B%BF%E3%81%88
w_3179fd8048e18999,N1,発覚,はっかく,발각,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,発覚,,,naver,surface,逆謀が発覚される.,,,https://ja.dict.naver.com/#/search?query=%E7%99%BA%E8%A6%9A
w_d079920a759bfe4b,N1,表明,ひょうめい,표명,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,表明,,,naver,surface,我らはここに固い意志を表明するところである.,,,https://ja.dict.naver.com/#/search?query=%E8%A1%A8%E6%98%8E
w_bd50cfaac12b766b,N1,言い訳,いいわけ,"변명, 해명",naver-level-missing,naver_level_missing,,,,match,N1,言(い)訳·言(い)分け,,,naver,surface,そんな言い訳をしたって通らない.,,,https://ja.dict.naver.com/#/search?query=%E8%A8%80%E3%81%84%E8%A8%B3
w_2878b79b65d9ba90,N1,言及,げんきゅう,언급,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,言及,,,naver,surface,言及を避ける.,,,https://ja.dict.naver.com/#/search?query=%E8%A8%80%E5%8F%8A
w_d6fdf33d0925e453,N1,頻繁に,ひんぱんに,빈번하게,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=頻繁 suffix=に,naver,surface,頻繁に船が出る,,,https://ja.dict.naver.com/#/search?query=%E9%A0%BB%E7%B9%81%E3%81%AB
w_1ca8ab161ef50a7f,N1,摂取,せっしゅ,섭취,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,摂取,,,naver,surface,黒酢は健康に良いといわれていますが、過剰に摂取することは禁物です。,,,https://ja.dict.naver.com/#/search?query=%E6%91%82%E5%8F%96
w_862d6a9a85c61cfc,N1,さっぱりする,さっぱりする,"상쾌해지다, 산뜻해지다",naver-level-missing;spelling-kana-not-in-jmdict;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,kana-not-in-jmdict,kana form absent from JMdict readings,naver,surface,ピーナッツを皮ごと食べると香ばしく、後味もさっぱりする。,,,https://ja.dict.naver.com/#/search?query=%E3%81%95%E3%81%A3%E3%81%B1%E3%82%8A%E3%81%99%E3%82%8B
w_048074699d6d5d73,N1,無償,むしょう,"무상,무료",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,無償,,,naver,surface,無償で与える,,,https://ja.dict.naver.com/#/search?query=%E7%84%A1%E5%84%9F
w_f59c7a97db34004b,N1,融合,ゆうごう,융합,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,融合,,,naver,surface,老舗の伝統と新しい感性が融合する,,,https://ja.dict.naver.com/#/search?query=%E8%9E%8D%E5%90%88
w_61a461e00a21af9a,N1,センサー,センサー,센서,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,センサー,,,naver,surface,車速センサーが壊れる,,,https://ja.dict.naver.com/#/search?query=%E3%82%BB%E3%83%B3%E3%82%B5%E3%83%BC
w_fb689f67f99328fc,N1,曖昧に,あいまいに,애매하게,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=曖昧 suffix=に,naver,surface,事実を曖昧に暈して言う,,,https://ja.dict.naver.com/#/search?query=%E6%9B%96%E6%98%A7%E3%81%AB
w_9575469881a845d9,N1,堂々,どうどう,"훌륭한, 웅장한",naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,naver,surface,々は人々·正々堂々·是々非々などの表記に使われる,,,https://ja.dict.naver.com/#/search?query=%E5%A0%82%E3%80%85
w_edaaa51fc020be6e,N1,仕上げ,しあげ,"마무리, 완성",naver-level-missing,naver_level_missing,,,,match,N1,仕上げ,,,naver,surface,もうすぐ仕上げにかかる,,,https://ja.dict.naver.com/#/search?query=%E4%BB%95%E4%B8%8A%E3%81%92
w_d3853ae5a233cdbf,N1,幾つか,いくつか,"몇 개쯤, 조금",naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,naver,surface,解明された点は幾つかありますが，その一つはクロモソム・トランスロケーションです,,,https://ja.dict.naver.com/#/search?query=%E5%B9%BE%E3%81%A4%E3%81%8B
w_7910d8061bbd6cd2,N1,鑑定,かんてい,감정(판정),naver-level-missing,naver_level_missing,,,,search_no_jlpt,,鑑定,,,naver,surface,故人の手跡を鑑定する.,,,https://ja.dict.naver.com/#/search?query=%E9%91%91%E5%AE%9A
w_114da5ca2ccf6d0b,N1,巡り,めぐり,순회,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,巡り·回り·廻り·周り,,,naver,surface,巡りに出る。,,,https://ja.dict.naver.com/#/search?query=%E5%B7%A1%E3%82%8A
w_187ac653f45445ca,N1,偽物,にせもの,"가짜, 모조품",example-headword-missing,match,N1,偽物·贋物,にせもの,,,,,,naver,missing,にせ物であれ本物であれ私は要らない.,,가짜;위조품,https://ja.dict.naver.com/#/search?query=%E5%81%BD%E7%89%A9
w_57f97ee9e78b95de,N1,嘘つき,うそつき,거짓말쟁이,naver-level-missing,naver_level_missing,,,,match,N1,嘘つき·嘘吐き,,,naver,surface,ロ:どうしていつも私が嘘つき扱いされるのか分からない。,,,https://ja.dict.naver.com/#/search?query=%E5%98%98%E3%81%A4%E3%81%8D
w_c2204e71da059bfd,N1,干渉する,かんしょうする,간섭하다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=干渉 suffix=する,naver,surface,財力によって政治に干渉する.,,,https://ja.dict.naver.com/#/search?query=%E5%B9%B2%E6%B8%89%E3%81%99%E3%82%8B
w_8f5e3ff7fef5ff0c,N1,忠実に,ちゅうじつに,충실히,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=忠実 suffix=に,naver,surface,いいつけを忠実に守る,,,https://ja.dict.naver.com/#/search?query=%E5%BF%A0%E5%AE%9F%E3%81%AB
w_cf8ca12b18f7c25c,N1,分裂,ぶんれつ,분열,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,分裂,,,self,surface,意見の対立で組織が分裂した。,,,https://ja.dict.naver.com/#/search?query=%E5%88%86%E8%A3%82
w_ea9f48642acb9689,N1,和解,わかい,화해,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,和解,,,naver,surface,紛争を和解させる.,,,https://ja.dict.naver.com/#/search?query=%E5%92%8C%E8%A7%A3
w_83f116b04611812d,N1,見込み,みこみ,"예상,전망",naver-level-missing,naver_level_missing,,,,match,N1,見込(み),,,naver,surface,３年ぶりにマイナス成長となる見込みだ,,,https://ja.dict.naver.com/#/search?query=%E8%A6%8B%E8%BE%BC%E3%81%BF
w_ae70c9f3987fc920,N1,ハードル,ハードル,"허들, 장애물",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,ハードル,,,naver,surface,ハードルは思ったよりかなり高い障害だ。,,,https://ja.dict.naver.com/#/search?query=%E3%83%8F%E3%83%BC%E3%83%89%E3%83%AB
w_ac73764019110133,N1,一環,いっかん,일환,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,一環,,,naver,surface,村興しの一環として色々なイベントを催す,,,https://ja.dict.naver.com/#/search?query=%E4%B8%80%E7%92%B0
w_2a768ef5dc0abdb7,N1,タンパク質,たんぱくしつ,단백질,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,タンパク質,,,self,surface,豆腐にはタンパク質が多く含まれている。,,,https://ja.dict.naver.com/#/search?query=%E3%82%BF%E3%83%B3%E3%83%91%E3%82%AF%E8%B3%AA
w_9ab22525169e4b3d,N1,何となく,なんとなく,"왠지 모르게, 어쩐지",naver-level-missing;level-mismatch-confirmed,naver_level_missing,,,,mismatch,N2,何と無く,,,naver,surface,何となく気に食わない,,,https://ja.dict.naver.com/#/search?query=%E4%BD%95%E3%81%A8%E3%81%AA%E3%81%8F
w_4068afd4fe6ce634,N1,撤去,てっきょ,철거,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,撤去,,,naver,surface,大量の瓦礫を撤去する,,,https://ja.dict.naver.com/#/search?query=%E6%92%A4%E5%8E%BB
w_c7a2b0e5ff4b6e30,N1,爽やかだ,さわやかだ,"상쾌하다, 산뜻하다",naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=爽やか suffix=だ,naver,reading,木の葉から水分と酸素が発散され、朝の森はしっとりしてさわやかだ。,,,https://ja.dict.naver.com/#/search?query=%E7%88%BD%E3%82%84%E3%81%8B%E3%81%A0
w_7057dbb83c84f383,N1,遠隔,えんかく,원격,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,遠隔,,,naver,surface,オペレーターが顧客の端末を遠隔で操作する,,,https://ja.dict.naver.com/#/search?query=%E9%81%A0%E9%9A%94
w_213731a026f67078,N1,厳正な,げんせいな,엄정한,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=厳正 suffix=な,naver,surface,厳正な態度を持する,,,https://ja.dict.naver.com/#/search?query=%E5%8E%B3%E6%AD%A3%E3%81%AA
w_39666a9625efe874,N1,密かな,ひそかな,은밀한,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=密か suffix=な,naver,surface,密かな場所に隠匿される。,,,https://ja.dict.naver.com/#/search?query=%E5%AF%86%E3%81%8B%E3%81%AA
w_92a68475082567cc,N1,起用,きよう,기용,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,起用,,,naver,surface,その選手はオフェンシブハーフとして起用されたけど、これといった活躍を見せなかった,,,https://ja.dict.naver.com/#/search?query=%E8%B5%B7%E7%94%A8
w_53f5a11a43999634,N1,取り扱い,とりあつかい,"취급, 다룸",naver-level-missing,naver_level_missing,,,,match,N1,取(り)扱い·取扱,,,naver,surface,ロ：傷みやすい食べ物の取り扱いに格別の注意が必要です。,,,https://ja.dict.naver.com/#/search?query=%E5%8F%96%E3%82%8A%E6%89%B1%E3%81%84
w_5f17979c49bed7c4,N1,クレーム,クレーム,"클레임, 불만",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,クレーム,,,naver,surface,クレームを付ける.,,,https://ja.dict.naver.com/#/search?query=%E3%82%AF%E3%83%AC%E3%83%BC%E3%83%A0
w_0d06dadc29388677,N1,債務,さいむ,채무,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,債務,,,naver,surface,債権と債務を相殺する.,,,https://ja.dict.naver.com/#/search?query=%E5%82%B5%E5%8B%99
w_826d95074900597b,N1,心当たり,こころあたり,"짐작가는 데, 마음 짚이는 곳",naver-level-missing;level-mismatch-confirmed,naver_level_missing,,,,mismatch,N2,心当(た)り,,,naver,surface,心当たりがある,,,https://ja.dict.naver.com/#/search?query=%E5%BF%83%E5%BD%93%E3%81%9F%E3%82%8A
w_ddfdbf73a036f947,N1,猛反対,もうはんたい,맹렬한반대,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,猛反対,,,naver,surface,猛反対に遭って撤回される,,,https://ja.dict.naver.com/#/search?query=%E7%8C%9B%E5%8F%8D%E5%AF%BE
w_e5d1719d8babc945,N1,駆使,くし,"구사,능숙하게사용함",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,駆使,,,naver,surface,大ヒットした映画ジュラシック・パークは，ハイテクを駆使してつくりあげられた恐竜が圧巻だ,,,https://ja.dict.naver.com/#/search?query=%E9%A7%86%E4%BD%BF
w_7db134f843d661c4,N1,駆使する,くしする,구사하다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=駆使 suffix=する,naver,surface,バックハンドのボレーなどテクニックを駆使する,,,https://ja.dict.naver.com/#/search?query=%E9%A7%86%E4%BD%BF%E3%81%99%E3%82%8B
w_92b609a19a2d5bb5,N1,ノウハウ,ノウハウ,노하우,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,ノウハウ,,,naver,surface,姉は自ら会得したテストをうまくと受けれるノウハウを私に教えてくれた。,,,https://ja.dict.naver.com/#/search?query=%E3%83%8E%E3%82%A6%E3%83%8F%E3%82%A6
w_d893936600008bb3,N1,ユニフォーム,ユニフォーム,유니폼,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,ユニフォーム,,,naver,surface,うちのチームの選手は白いユニフォームを、相手チームの選手は青いユニフォームを着て試合をした。,,,https://ja.dict.naver.com/#/search?query=%E3%83%A6%E3%83%8B%E3%83%95%E3%82%A9%E3%83%BC%E3%83%A0
w_364206e8ac9cd095,N1,小売,こうり,소매,naver-level-missing,naver_level_missing,,,,match,N1,小売(り),,,naver,surface,金の小売商が流行っている。,,,https://ja.dict.naver.com/#/search?query=%E5%B0%8F%E5%A3%B2
w_ead7e4690ccf4617,N1,急遽,きゅうきょ,"급거,갑작스럽게",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,急遽,,,naver,surface,急遽取りやめた,,,https://ja.dict.naver.com/#/search?query=%E6%80%A5%E9%81%BD
w_7a93e86c2017c8e2,N1,断念,だんねん,단념,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,断念,,,naver,surface,資金の関係で、計画は断念した,,,https://ja.dict.naver.com/#/search?query=%E6%96%AD%E5%BF%B5
w_daea8f15b2ecf7cd,N1,落ち着き,おちつき,"침착함, 차분함",naver-level-missing,naver_level_missing,,,,match,N1,落(ち)着き·落ち付き,,,naver,surface,相場が落ち着きをとりもどした.,,,https://ja.dict.naver.com/#/search?query=%E8%90%BD%E3%81%A1%E7%9D%80%E3%81%8D
w_1dd1c3e9f6671f9b,N1,遂行,すいこう,"수행,완수",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,遂行,,,naver,surface,身命を賭して遂行する.,,,https://ja.dict.naver.com/#/search?query=%E9%81%82%E8%A1%8C
w_dcc7d16b02ee510f,N1,随時,ずいじ,"수시로,그때그때",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,随時,,,naver,surface,随時アルバイトを募集する,,,https://ja.dict.naver.com/#/search?query=%E9%9A%8F%E6%99%82
w_342aea3d60285ee1,N1,採取,さいしゅ,채취,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,採取,,,naver,surface,真珠を養殖[採取]する.,,,https://ja.dict.naver.com/#/search?query=%E6%8E%A1%E5%8F%96
w_fcc8ca420b4bd989,N1,直面する,ちょくめんする,직면하다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=直面 suffix=する,naver,surface,破局に直面する.,,,https://ja.dict.naver.com/#/search?query=%E7%9B%B4%E9%9D%A2%E3%81%99%E3%82%8B
w_37e6f0d1357abdd1,N1,支障,ししょう,지장,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,支障,,,naver,surface,交通の円滑な流れに支障がある,,,https://ja.dict.naver.com/#/search?query=%E6%94%AF%E9%9A%9C
