id,level,surface,reading_kana,meaning_ko,review_decision,review_surface,review_reading_kana,review_meaning_ko,merge_winner_id,review_reason,review_status,attention,surface_class,jmdict_exact_kind,flags,same_jmdict_entry_ids,same_reading_meaning_ids,prior_audit_decision,source,example_jp
w_308e4771b0c7c2e0,N2,サークル,サークル,"동아리, 모임",keep,サークル,サークル,"동아리, 모임",,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,うちのサークルは、本を読んだ後で討論をする集まりだ。
w_db5366ff804778b0,N2,シャッター,シャッター,셔터,keep,シャッター,シャッター,셔터,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,ぱちりとカメラのシャッターを切る.
w_861ca6b450098d91,N2,ショップ,ショップ,가게,keep,ショップ,ショップ,가게,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,昨日、ペットショップで犬笛を買ってきた
w_7934b5204436a2d2,N2,シリーズ,シリーズ,시리즈,keep,シリーズ,シリーズ,시리즈,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,日本シリーズが開幕する
w_1f5b759becbda853,N2,シーズン,シーズン,계절(스포츠),keep,シーズン,シーズン,계절(스포츠),,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,オフシーズンの旅こそ，「旅」本来の楽しみを得ることができる
w_ceec571ad56a4793,N2,シーツ,シーツ,"시트, 종이",keep,シーツ,シーツ,"시트, 종이",,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,シーツがごわついて寝られない.
w_c4a0d13e223c2ee4,N2,ジャーナリスト,ジャーナリスト,"저널리스트, 기자",keep,ジャーナリスト,ジャーナリスト,"저널리스트, 기자",,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,この映画には，ニューヨークのアルゴンキン・ホテルにたむろした作家やジャーナリストがあまた登場する
w_4fd0783444da72d2,N2,スカーフ,スカーフ,스카프,keep,スカーフ,スカーフ,스카프,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,スカーフの結び方やコサージ作りを覚えれば，同じ服も見違える
w_5872217ac737e861,N2,スクール,スクール,학교,keep,スクール,スクール,학교,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,私は中高の6年間ずっとスクールバスで通学していた。
w_5344b7237e4585fb,N2,スタート,スタート,"스타트, 출발",keep,スタート,スタート,"스타트, 출발",,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,課題だったスタートでの遅れも左足を後ろに引く，陸上のクラウチング・スタートのような飛び出しをマスターして乗り越えた
w_f01cca1be0d4385f,N2,スチュワーデス,スチュワーデス,"스튜어디스, 승무원",keep,スチュワーデス,スチュワーデス,"스튜어디스, 승무원",,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,子供のとき空港に行くとユニホームを着て歩き回るスチュワーデスが本当に素敵に見えた。
w_a36d1a7420e62662,N2,ステージ,ステージ,"스테이지, 무대",keep,ステージ,ステージ,"스테이지, 무대",,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,今年はスプリンター向けの平坦ステージが7ステージも登場する。
w_d9e22abde44c3a57,N2,ストッキング,ストッキング,스타킹,keep,ストッキング,ストッキング,스타킹,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,ストッキングが伝線する.
w_64b66d55227bd248,N2,ストップ,ストップ,"스톱, 정지",keep,ストップ,ストップ,"스톱, 정지",,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,球の勢いを吸収してネット際に落とすのがストップだ。
w_e768db3f16c5235d,N2,スピーカー,スピーカー,스피커,keep,スピーカー,スピーカー,스피커,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,このスピーカーは、防磁タイプになっている
w_e45322b4b76efeda,N2,スマート,スマート,"스마트함, 날씬함",keep,スマート,スマート,"스마트함, 날씬함",,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,スマート農業の導入を進める
w_d398cb6463d92c0e,N2,スライド,スライド,슬라이드,keep,スライド,スライド,슬라이드,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,スライドを上映する.
w_5221eddb38995df6,N2,スリッパ,スリッパ,슬리퍼,keep,スリッパ,スリッパ,슬리퍼,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,スリッパをずるずる引きずる.
w_6bb5a1271f35b2b1,N2,セメント,セメント,시멘트,keep,セメント,セメント,시멘트,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,砂とセメントを練り合わせる.
w_75c3159271a952c8,N2,センチ,センチ,센티미터,keep,センチ,センチ,센티미터,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,きゅうりは半分に切り、1センチ幅の斜め切りにする
w_bd1879a3f57c209a,N2,ゼミ,ゼミ,세미나,keep,ゼミ,ゼミ,세미나,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,キム教授は授業について学生たちの意見を聞くためにゼミを開いた。
w_7d88671df843fa46,N2,タイヤ,タイヤ,타이어,keep,タイヤ,タイヤ,타이어,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,たくさんの古タイヤが野積みになっている.
w_c04ce01d6f5db784,N2,ダイヤグラム,ダイヤグラム,"도표, 다이어그램",keep,ダイヤグラム,ダイヤグラム,"도표, 다이어그램",,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,設計のダイヤグラムを見ながら説明した。
w_d207065630caf7d8,N2,ダイヤモンド,ダイヤモンド,다이아몬드,keep,ダイヤモンド,ダイヤモンド,다이아몬드,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,ダイヤモンドを一周する.
w_23ad56ee33f20e5e,N2,ダイヤル,ダイヤル,다이얼,keep,ダイヤル,ダイヤル,다이얼,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,ポケットダイヤルの増加で公共の安全が脅かされる
w_0744100c4e1f9bac,N2,ダブル,ダブル,더블,keep,ダブル,ダブル,더블,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,彼女は15得点、11リバウンドでダブルダブルを達成した
w_345b257e320eb063,N2,ダム,ダム,댐,keep,ダム,ダム,댐,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,ダムの水量を調節しようとする
w_c222e1855f3b5056,N2,チップ,チップ,"팁, 칩",keep,チップ,チップ,"팁, 칩",,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,チップを現金に替えてください。
w_76c3e5adbd77cbb5,N2,チョーク,チョーク,"분필, 초크",keep,チョーク,チョーク,"분필, 초크",,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,先生はチョークで黒板をとんとん叩いた。
w_16d4b8043ccddd54,N2,テニスコート,テニスコート,테니스 코트,keep,テニスコート,テニスコート,테니스 코트,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,ロ：テニスコートを通り過ぎる時にボールが当たったんだ。
w_5ef5af7f184e9a87,N2,テンポ,テンポ,템포,keep,テンポ,テンポ,템포,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,早いテンポで進行する.
w_bf913ba9deeff8be,N2,ナイロン,ナイロン,나일론,keep,ナイロン,ナイロン,나일론,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,父に買ってあげたシャツはナイロンに綿が混紡されて柔らかくて汗もよく吸収された。
w_6603ba1e283d2377,N2,ナンバー,ナンバー,"넘버, 번호",keep,ナンバー,ナンバー,"넘버, 번호",,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,この曲はスタンダードナンバーに入る.
w_f7a4d07f8680af2b,N2,ネックレス,ネックレス,목걸이,keep,ネックレス,ネックレス,목걸이,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,肌の白いジスには銀製ネックレスより金製ネックレスがよく似合っていた。
w_2bf57019d31625a6,N2,ハンドル,ハンドル,"핸들, 손잡이",keep,ハンドル,ハンドル,"핸들, 손잡이",,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,左の方向にハンドルを切る.
w_9c2fb37ac164be4e,N2,バック,バック,백; 뒤,keep,バック,バック,백; 뒤,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,車線を変える前にバックミラーで後ろに車が来るかを確認しなければならない。
w_44d95881ae9460b7,N2,バンド,バンド,밴드; 벨트,keep,バンド,バンド,밴드; 벨트,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,ビートルズが好きで始めた音楽。バンドを解散して４年になる
w_2256b19c727c08a4,N2,パターン,パターン,"패턴, 유형",keep,パターン,パターン,"패턴, 유형",,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,この問題はパターンを使えば簡単に解ける
w_41ff05de9ac088d2,N2,パンツ,パンツ,팬티,keep,パンツ,パンツ,팬티,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,パンツ姿で外に出ないでください.
w_b976fbc3fd9d2341,N2,ビタミン,ビタミン,비타민,keep,ビタミン,ビタミン,비타민,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,ビタミンB(ビー)を多量に含んでいる.
w_13225792ed5d74c5,N2,ビニール,ビニール,비닐,keep,ビニール,ビニール,비닐,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,ひとりの老人が，ショッピング・カートに白いビニール袋を満載にして，これをゆっくり押していた
w_781b744ff9b2998d,N2,ビルディング,ビルディング,건물,keep,ビルディング,ビルディング,건물,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,ロ：海外でビルディングを建設する仕事をしています。
w_2f7318457b9f7446,N2,ピストル,ピストル,"권총, 피스톨",keep,ピストル,ピストル,"권총, 피스톨",,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,射撃で使われるレーザーピストルって危険なピストルなのか気になる。
w_5b83a0c147418419,N2,ピンク,ピンク,분홍색,keep,ピンク,ピンク,분홍색,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,ピンクが特に好きな彼女のために私はピンクのカバンをプレゼントした。
w_2f8ceee1f5935e9b,N2,ファスナー,ファスナー,"지퍼, 파스너",keep,ファスナー,ファスナー,"지퍼, 파스너",,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,ファスナーがうまくかみ合わない
w_e6116103dbcc68cb,N2,フライパン,フライパン,프라이팬,keep,フライパン,フライパン,프라이팬,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,熱したフライパンにとかした生卵を流しこむやじゅうじゅうと音がした.
w_6ca79734fc42c810,N2,フリー,フリー,"프리, 자유",keep,フリー,フリー,"프리, 자유",,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,フリー・アルバイターのＭさんが，タイでこつ然と姿を消した
w_07d2e6af164edb95,N2,ブラウス,ブラウス,블라우스,keep,ブラウス,ブラウス,블라우스,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,エアリーなブラウスをチョイスする
w_689c76e1da0fa958,N2,ブラシ,ブラシ,"브러시, 솔",keep,ブラシ,ブラシ,"브러시, 솔",,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,needs-review,kaggle:robinpourtaud/jlpt-words-by-level,排ガスで汚れた表面を，ぞうきんやデッキ・ブラシで磨いている
w_bd8ba6e8506305c9,N2,ブローチ,ブローチ,브로치,keep,ブローチ,ブローチ,브로치,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,ブローチを胸につける.
w_87d6d130008c550c,N2,プラットホーム,プラットホーム,"플랫폼, 승강장",keep,プラットホーム,プラットホーム,"플랫폼, 승강장",,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,プラットホームまで兄を出迎える.
w_8238efd567b931bf,N2,プリント,プリント,"프린트, 인쇄물",keep,プリント,プリント,"프린트, 인쇄물",,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,プリントが全員に行き渡る
w_70d88b7ff080f900,N2,プログラム,プログラム,프로그램,keep,プログラム,プログラム,프로그램,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,様々な文化プログラムが全国で開催される
w_d96a01f013da3fc5,N2,ヘリコプター,ヘリコプター,헬리콥터,keep,ヘリコプター,ヘリコプター,헬리콥터,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,高山にヘリコプターで降り立ち，豊富な残雪のスロープに思い思いのシュプールを描くヘリスキーにうってつけのシーズンになった
w_72537e8f1bac00cf,N2,ベテラン,ベテラン,베테랑,keep,ベテラン,ベテラン,베테랑,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,新人の華やかな活躍で、ベテランが霞んでしまった
w_11d04976f3550bcb,N2,ペンチ,ペンチ,펜치,keep,ペンチ,ペンチ,펜치,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,針金[ワイヤー]をペンチで切る.
w_fe190a6cec38a37a,N2,ボーナス,ボーナス,보너스,keep,ボーナス,ボーナス,보너스,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,冬のボーナスで懐が暖まった
w_b2311ab4de564cd1,N2,ポスター,ポスター,포스터,keep,ポスター,ポスター,포스터,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,選挙のポスターが街頭に張り出される.
w_d0d456b0d48b9410,N2,マスク,マスク,마스크,keep,マスク,マスク,마스크,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,PM2.5に対応するマスクを着用する
w_e7b3c6dbac3b1fa9,N2,マフラー,マフラー,"목도리, 머플러",keep,マフラー,マフラー,"목도리, 머플러",,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,マフラータオルをオーダーメードで製作する
w_c7625b45ece7b1b9,N2,マラソン,マラソン,마라톤,keep,マラソン,マラソン,마라톤,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,マラソンコースを試走してみる.
w_835755354dd51d08,N2,マンション,マンション,"맨션, 아파트",keep,マンション,マンション,"맨션, 아파트",,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,このマンションにします。
w_ded44e32c6a7a4d9,N2,ミシン,ミシン,재봉틀,keep,ミシン,ミシン,재봉틀,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,ミシンで切れ地を縫い合わせる.
w_396a3a8e81b9bf77,N2,メニュー,メニュー,메뉴,keep,メニュー,メニュー,메뉴,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,右クリックで表示されるコンテクストメニューは、メニュー項目を追加して拡張できる
w_2625a6f1c96ae16c,N2,モダン,モダン,"모던, 현대적",keep,モダン,モダン,"모던, 현대적",,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,私たちはリビングに現代的な家具を配置してモダンな感じの新居を完成した。
w_806caa630bc4966a,N2,モデル,モデル,모델,keep,モデル,モデル,모델,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,アラ還モデルを募集する
w_55b71aeefe260c58,N2,モノレール,モノレール,모노레일,keep,モノレール,モノレール,모노레일,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,モノレールの窓から，きゅう舎や馬を見下ろしていたのに…
w_89783675f0c46f94,N2,モーター,モーター,모터,keep,モーター,モーター,모터,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,なべの底のサーモスタットが蒸し上がりを感知すると，モーターに電流が流れる
w_efea8d64c87236ab,N2,ラッシュアワー,ラッシュアワー,"러시아워, 혼잡 시간대",keep,ラッシュアワー,ラッシュアワー,"러시아워, 혼잡 시간대",,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,イ：かなり遅れましたよね。ラッシュアワーで渋滞していて立ち往生していました。
w_2b97883065a84202,N2,ランチ,ランチ,"점심, 런치",keep,ランチ,ランチ,"점심, 런치",,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,ワシントンの一部のレストランには最近，十八ドルランチのメニューが現れ，好評だそうだ
w_e7cd95c7495b6b8b,N2,ランニング,ランニング,"러닝, 달리기",keep,ランニング,ランニング,"러닝, 달리기",,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,ランニングシュートが見事にゴールインした.
w_9873f3727efa1340,N2,リズム,リズム,리듬,keep,リズム,リズム,리듬,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,快いリズムに合わせて、ダンスを踊る
w_43f14ae8b5ebc464,N2,リットル,リットル,리터,keep,リットル,リットル,리터,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,一升は約1.8(いってんはち)リットルだ
w_dae9fe34d49fdf06,N2,リボン,リボン,리본,keep,リボン,リボン,리본,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,アウェアネスリボンの中でも特によく知られているのが、レッドリボンとピンクリボンである
w_b40f9c063be59826,N2,レインコート,レインコート,"레인코트, 비옷",keep,レインコート,レインコート,"레인코트, 비옷",,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,私は雨の日には子供にレインコートを着せる。
w_0e4c16e89825c541,N2,レジャー,レジャー,"레저, 여가",keep,レジャー,レジャー,"레저, 여가",,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,ビーチ・バレーは「レジャー・スポーツとして，世界で人気が出ると確信していた
w_82eacc05b961d54b,N2,レンズ,レンズ,렌즈,keep,レンズ,レンズ,렌즈,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,このレンズは収差が少ない.
w_7752b9b9b2ea811d,N2,ロッカー,ロッカー,"사물함, 로커",keep,ロッカー,ロッカー,"사물함, 로커",,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,空いているロッカーがないのか、ロッカーの扉をがばっと開けてみた。
w_0d063b862854d2c6,N2,ロビー,ロビー,로비,keep,ロビー,ロビー,로비,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,今回の改装は，バー・カウンターなどを階下に移し，ロビーを設けた
w_c4d5cf87d2bff09f,N2,ローマ字,ローマじ,로마자,keep,ローマ字,ローマじ,로마자,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-katakana,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,ローマ字の綴り方がわからない.
w_dc39e7e1be6cb170,N2,ワンピース,ワンピース,원피스,keep,ワンピース,ワンピース,원피스,,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,dictionary-verified,none,katakana,reading-form,,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,彼女は花柄ワンピースに、フリンジが付いたプラットホームサンダルを合わせた
w_9bc4272b153344e1,N3,愛,あい,사랑,keep,愛,あい,사랑,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,恋人と愛を囁き合う
w_03eba004293715ee,N3,相変わらず,あいかわらず,변함없이,keep,相変わらず,あいかわらず,변함없이,,더 많은 한자를 쓰는 이형보다 현재 표기가 현대 일반 표기라 유지,manually-adjudicated,medium,kanji-hiragana,kanji-form,mixed-has-more-kanji-variant,,,,pdf:mkt_n2;mkt_n3;pass_n3,歳月が過ぎても相変わらず人々に愛される歌がある。
w_211e9f9848d19129,N3,愛情,あいじょう,애정,keep,愛情,あいじょう,애정,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level;orthography-backfill,もし一人っ子でもオンリー・チャイルドと呼ばれ，両親の愛情があふれる前向きなイメージです
w_0338be5f3d19fc08,N3,愛する,あいする,사랑하다,keep,愛する,あいする,사랑하다,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level;orthography-backfill,末っ子を溺愛する.
