literal,meanings_ko,meanings_en,onyomi,kunyomi,radical,radical_name_ko,radical_number,stroke_count,source,source_url,license,qa_status,data_version,qa_note
愁,"[""근심"",""슬퍼하다""]","[""distress"",""grieve"",""lament"",""be anxious""]","[""シュウ""]","[""うれ.える"",""うれ.い""]",心,마음 심,61,13,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,2,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
拾,"[""줍다"",""모으다""]","[""pick up"",""gather"",""find"",""go on foot"",""ten""]","[""シュウ"",""ジュウ""]","[""ひろ.う""]",手,손 수,64,9,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,verified,10,Human-reviewed 2026-08-22: KANJIDIC English + JLPT usage cross-check; semantic-review draft confirmed.
秀,"[""뛰어나다"",""우수함""]","[""excel"",""excellence"",""beauty"",""surpass""]","[""シュウ""]","[""ひい.でる""]",禾,벼 화,115,7,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
秋,"[""가을""]","[""autumn""]","[""シュウ""]","[""あき"",""とき""]",禾,벼 화,115,9,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
終,"[""끝나다""]","[""end"",""finish""]","[""シュウ""]","[""お.わる"",""-お.わる"",""おわ.る"",""お.える"",""つい"",""つい.に""]",糸,실 사,120,11,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
繍,"[""수놓다"",""무늬 있는 천""]","[""sew"",""figured cloth""]","[""シュウ""]","[""ぬいとり""]",糸,실 사,120,17,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
習,"[""익히다"",""배우다""]","[""learn""]","[""シュウ"",""ジュ""]","[""なら.う"",""なら.い""]",羽,깃 우,124,11,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,2,Manual format normalization 2026-08-18: 중복 뜻 제거.
臭,"[""냄새"",""냄새나다"",""수상하다""]","[""stinking"",""ill-smelling"",""suspicious looking"",""odor"",""savor"",""fragrance"",""be fragrant"",""stink"",""glow"",""be bright""]","[""シュウ""]","[""くさ.い"",""-くさ.い"",""にお.う"",""にお.い""]",自,스스로 자,132,9,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,verified,10,Human-reviewed 2026-08-22: KANJIDIC English + JLPT usage cross-check; semantic-review draft confirmed.
衆,"[""무리"",""대중""]","[""masses"",""great numbers"",""multitude"",""populace""]","[""シュウ"",""シュ""]","[""おお.い""]",血,피 혈,143,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
襲,"[""덮치다"",""습격하다""]","[""attack"",""advance on"",""succeed to"",""pile"",""heap""]","[""シュウ""]","[""おそ.う"",""かさ.ね""]",衣,옷 의,145,22,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
蹴,"[""차다"",""걷어차다"",""거절하다""]","[""kick""]","[""シュク"",""シュウ""]","[""け.る""]",足,발 족,157,19,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,2,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
週,"[""주"",""일주일""]","[""week""]","[""シュウ""]",[],辵,책받침 착,162,11,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
酬,"[""보답하다"",""갚다""]","[""repay"",""reward"",""retribution""]","[""シュウ"",""シュ"",""トウ""]","[""むく.いる""]",酉,닭 유,164,13,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
集,"[""모이다""]","[""gather"",""meet"",""congregate"",""swarm"",""flock""]","[""シュウ""]","[""あつ.まる"",""あつ.める"",""つど.う""]",隹,새 추,172,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
醜,"[""못생기다"",""추하다""]","[""ugly"",""unclean"",""shame"",""bad looking""]","[""シュウ""]","[""みにく.い"",""しこ""]",酉,닭 유,164,17,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
住,"[""살다"",""주거하다""]","[""dwell"",""reside"",""live"",""inhabit""]","[""ジュウ"",""ヂュウ"",""チュウ""]","[""す.む"",""す.まう"",""-ず.まい""]",人,사람 인,9,7,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
充,"[""채우다"",""충당하다""]","[""allot"",""fill""]","[""ジュウ""]","[""あ.てる"",""み.たす""]",儿,어진사람 인,10,6,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
十,"[""열"",""십""]","[""ten""]","[""ジュウ"",""ジッ"",""ジュッ""]","[""とお"",""と"",""そ""]",十,열 십,24,2,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
従,"[""따르다""]","[""accompany"",""obey"",""submit to"",""comply"",""follow"",""secondary"",""incidental"",""subordinate""]","[""ジュウ"",""ショウ"",""ジュ""]","[""したが.う"",""したが.える"",""より""]",彳,두인변 척,60,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
柔,"[""부드럽다"",""온화함""]","[""tender"",""weakness"",""gentleness"",""softness""]","[""ジュウ"",""ニュウ""]","[""やわ.らか"",""やわ.らかい"",""やわ"",""やわ.ら""]",木,나무 목,75,9,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
汁,"[""즙"",""국물""]","[""soup"",""juice"",""broth"",""sap"",""gravy"",""pus""]","[""ジュウ""]","[""しる"",""-しる"",""つゆ""]",水,물 수,85,5,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
渋,"[""떫다"",""주저하다""]","[""astringent"",""hesitate"",""reluctant"",""have diarrhea""]","[""ジュウ"",""シュウ""]","[""しぶ"",""しぶ.い"",""しぶ.る""]",水,물 수,85,11,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
獣,"[""짐승"",""야수""]","[""animal"",""beast""]","[""ジュウ""]","[""けもの"",""けだもの""]",犬,개 견,94,16,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
重,"[""무겁다""]","[""heavy"",""important"",""esteem"",""respect"",""heap up"",""pile up"",""nest of boxes"",""-fold""]","[""ジュウ"",""チョウ""]","[""え"",""おも.い"",""おも.り"",""おも.なう"",""かさ.ねる"",""かさ.なる"",""おも""]",里,마을 리,166,9,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
銃,"[""총""]","[""gun"",""arms""]","[""ジュウ""]","[""つつ""]",金,쇠 금,167,14,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
叔,"[""숙부"",""어리다""]","[""uncle"",""youth""]","[""シュク""]",[],又,또 우,29,8,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
宿,"[""여관"",""숙박""]","[""inn"",""lodging"",""relay station"",""dwell"",""lodge"",""be pregnant"",""home"",""dwelling""]","[""シュク""]","[""やど"",""やど.る"",""やど.す""]",宀,갓머리 면,40,11,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
淑,"[""얌전함"",""정숙함""]","[""graceful"",""gentle"",""pure""]","[""シュク""]","[""しと.やか""]",水,물 수,85,11,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,2,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
祝,"[""축하하다""]","[""celebrate"",""congratulate""]","[""シュク"",""シュウ""]","[""いわ.う""]",示,보일 시,113,9,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
縮,"[""줄어들다"",""쪼글쪼글해지다""]","[""shrink"",""contract"",""shrivel"",""wrinkle"",""reduce""]","[""シュク""]","[""ちぢ.む"",""ちぢ.まる"",""ちぢ.める"",""ちぢ.れる"",""ちぢ.らす""]",糸,실 사,120,17,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
粛,"[""엄숙하다"",""삼가다""]","[""solemn"",""quietly"",""softly""]","[""シュク"",""スク""]","[""つつし.む""]",聿,오직 율,129,11,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,2,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
塾,"[""학원"",""입시 학원""]","[""cram school"",""private school""]","[""ジュク""]",[],土,흙 토,32,14,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
熟,"[""익다"",""숙달하다""]","[""mellow"",""ripen"",""mature"",""acquire skill""]","[""ジュク""]","[""う.れる""]",火,불 화,86,15,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
出,"[""나가다"",""나오다"",""내다""]","[""exit"",""leave"",""go out"",""come out"",""put out"",""protrude""]","[""シュツ"",""スイ""]","[""で.る"",""-で"",""だ.す"",""-だ.す"",""い.でる"",""い.だす""]",凵,위터진입 구,17,5,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,verified,10,Human-reviewed 2026-08-22: KANJIDIC English + JLPT usage cross-check; semantic-review draft confirmed.
術,"[""방법""]","[""art"",""technique"",""skill"",""means"",""trick"",""resources"",""magic""]","[""ジュツ""]","[""すべ""]",行,다닐 행,144,11,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
述,"[""진술하다""]","[""mention"",""state"",""speak"",""relate""]","[""ジュツ""]","[""の.べる""]",辵,책받침 착,162,8,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
春,"[""봄""]","[""springtime"",""spring (season)""]","[""シュン""]","[""はる""]",日,날 일,72,9,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
瞬,"[""깜박임"",""반짝임""]","[""wink"",""blink"",""twinkle""]","[""シュン""]","[""またた.く"",""まじろ.ぐ""]",目,눈 목,109,18,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
循,"[""따르다"",""순환""]","[""sequential"",""follow""]","[""ジュン""]",[],彳,두인변 척,60,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
旬,"[""열흘"",""제철""]","[""decameron"",""ten-day period"",""season (for specific products)""]","[""ジュン"",""シュン""]",[],日,날 일,72,6,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
準,"[""준하다"",""따르다""]","[""semi-"",""correspond to"",""proportionate to"",""conform"",""imitate""]","[""ジュン""]","[""じゅん.じる"",""じゅん.ずる"",""なぞら.える"",""のり"",""ひと.しい"",""みずもり""]",水,물 수,85,13,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
潤,"[""축축해지다"",""윤택해지다""]","[""wet"",""be watered"",""profit by"",""receive benefits"",""favor"",""charm"",""steep""]","[""ジュン""]","[""うるお.う"",""うるお.す"",""うる.む""]",水,물 수,85,15,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
盾,"[""방패"",""구실""]","[""shield"",""escutcheon"",""pretext""]","[""ジュン""]","[""たて""]",目,눈 목,109,9,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
純,"[""순수"",""순진""]","[""genuine"",""purity"",""innocence"",""net (profit)""]","[""ジュン""]",[],糸,실 사,120,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
巡,"[""돌다"",""순회하다""]","[""patrol"",""go around"",""circumference""]","[""ジュン""]","[""めぐ.る"",""めぐ.り""]",巛,개미허리 천,47,6,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
順,"[""차례차례"",""순서대로""]","[""obey"",""order"",""turn"",""right"",""docility"",""occasion""]","[""ジュン""]",[],頁,머리 혈,181,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
処,"[""처리하다"",""장소""]","[""dispose"",""manage"",""deal with"",""sentence"",""condemn"",""act"",""behave"",""place""]","[""ショ""]","[""ところ"",""-こ"",""お.る""]",几,안석 궤,16,5,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
初,"[""처음으로""]","[""first time"",""beginning""]","[""ショ""]","[""はじ.め"",""はじ.めて"",""はつ"",""はつ-"",""うい-"",""-そ.める"",""-ぞ.め""]",刀,칼 도,18,7,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
所,"[""여기저기"",""군데군데""]","[""place"",""extent""]","[""ショ""]","[""ところ"",""-ところ"",""どころ"",""とこ""]",戶,지게 호,63,8,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
暑,"[""덥다""]","[""sultry"",""hot"",""summer heat""]","[""ショ""]","[""あつ.い""]",日,날 일,72,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
渚,"[""물가"",""바닷가""]","[""strand"",""beach"",""shore""]","[""ショ""]","[""なぎさ""]",水,물 수,85,11,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
庶,"[""서민"",""여러""]","[""commoner"",""all"",""bastard""]","[""ショ""]",[],广,엄호 엄,53,11,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
緒,"[""실마리"",""처음""]","[""thong"",""beginning"",""inception"",""end"",""cord"",""strap"",""mental or emotional state""]","[""ショ"",""チョ""]","[""お"",""いとぐち""]",糸,실 사,120,14,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
署,"[""서명"",""관서""]","[""signature"",""govt office"",""police station""]","[""ショ""]",[],网,그물 망,122,13,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
書,"[""쓰다"",""적다""]","[""write""]","[""ショ""]","[""か.く"",""-が.き"",""-がき""]",曰,가로 왈,73,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
諸,"[""여러"",""많은""]","[""various"",""many"",""several"",""together""]","[""ショ""]","[""もろ""]",言,말씀 언,149,15,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
助,"[""도움"",""지원""]","[""help"",""rescue"",""assist""]","[""ジョ""]","[""たす.ける"",""たす.かる"",""す.ける"",""すけ""]",力,힘 력,19,7,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
女,"[""여자""]","[""woman"",""female""]","[""ジョ"",""ニョ"",""ニョウ""]","[""おんな"",""め""]",女,계집 녀,38,3,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
序,"[""순서"",""서문""]","[""preface"",""beginning"",""order"",""precedence"",""occasion"",""chance"",""incidentally""]","[""ジョ""]","[""つい.で"",""ついで""]",广,엄호 엄,53,7,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
徐,"[""서서히""]","[""gradually"",""slowly"",""deliberately"",""gently""]","[""ジョ""]","[""おもむ.ろに""]",彳,두인변 척,60,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
除,"[""제거하다"",""없애다"",""빼다""]","[""exclude"",""division (x/3)"",""remove"",""abolish"",""cancel"",""except""]","[""ジョ"",""ジ""]","[""のぞ.く"",""-よ.け""]",阜,언덕 부,170,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
傷,"[""상처""]","[""wound"",""hurt"",""injure"",""impair"",""pain"",""injury"",""cut"",""gash"",""scar"",""weak point""]","[""ショウ""]","[""きず"",""いた.む"",""いた.める""]",人,사람 인,9,13,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
償,"[""보상하다""]","[""reparation"",""make up for"",""recompense"",""redeem""]","[""ショウ""]","[""つぐな.う""]",人,사람 인,9,17,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
勝,"[""이기다""]","[""victory"",""win"",""prevail"",""excel""]","[""ショウ""]","[""か.つ"",""-が.ち"",""まさ.る"",""すぐ.れる"",""かつ""]",力,힘 력,19,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
匠,"[""장인"",""기술자""]","[""artisan"",""workman"",""carpenter""]","[""ショウ""]","[""たくみ""]",匚,터진입구 방,22,6,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,2,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
召,"[""부르다""]","[""seduce"",""call"",""send for"",""wear"",""put on"",""ride in"",""buy"",""eat"",""drink"",""catch (cold)""]","[""ショウ""]","[""め.す""]",口,입 구,30,5,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,verified,2,Human-reviewed 2026-08-19: KANJIDIC meanings and linked release vocabulary cross-checked.
商,"[""장사하다""]","[""make a deal"",""selling"",""dealing in"",""merchant""]","[""ショウ""]","[""あきな.う""]",口,입 구,30,11,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
唱,"[""외치다"",""주장하다""]","[""chant"",""recite"",""call upon"",""yell""]","[""ショウ""]","[""とな.える""]",口,입 구,30,11,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
奨,"[""장려하다"",""권하다""]","[""exhort"",""urge"",""encourage""]","[""ショウ"",""ソウ""]","[""すす.める""]",大,큰 대,37,13,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
将,"[""장수"",""장차""]","[""leader"",""commander"",""general"",""admiral"",""or"",""and again"",""soon"",""from now on"",""just about""]","[""ショウ"",""ソウ""]","[""まさ.に"",""はた"",""まさ"",""ひきい.る"",""もって""]",寸,마디 촌,41,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
小,"[""작은""]","[""little"",""small""]","[""ショウ""]","[""ちい.さい"",""こ-"",""お-"",""さ-""]",小,작을 소,42,3,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
少,"[""조금"",""약간""]","[""few"",""little""]","[""ショウ""]","[""すく.ない"",""すこ.し""]",小,작을 소,42,4,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
尚,"[""오히려"",""존중하다""]","[""esteem"",""furthermore"",""still"",""yet""]","[""ショウ""]","[""なお""]",小,작을 소,42,8,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
