id,level,surface,reading_kana,furigana,meaning_en,meaning_ko,part_of_speech,card_type,example_jp,example_ko,example_jp_id,example_jp_author,example_ko_id,example_ko_author,example_license,alt_forms,disambig,source,qa_status,deprecated,tags,data_version,qa_note
w_2bada388878a977b,N1,詐欺,さぎ,さぎ,"fraud, swindle",사기,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_0df0106361d710ed,N1,削減,さくげん,さくげん,"cut, reduction",삭감,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_320513837bec4253,N1,錯誤,さくご,さくご,mistake,착오,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_956ff473b36e630f,N1,作戦,さくせん,さくせん,"military operations, tactics, strategy",작전,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,"Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (tactics, strategy)"
w_e775d9071d2a3a55,N1,叫び,さけび,さけび,"shout, scream, outcry","외침, 부르짖음",noun,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,"Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (scream, outcry)"
w_9b6667d687cb8987,N1,捧げる,ささげる,ささげる,"to lift up, to give, to offer","바치다, 받들다",verb,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_85e027b82c699ab9,N1,差し掛かる,さしかかる,さしかかる,"to come near to, to approach","다다르다, 접어들다",verb,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_d6421b0c7fb0b2ba,N1,指図,さしず,さしず,"instruction, mandate","지시, 지휘",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (mandate)
w_5059c36f92c76981,N1,差し出す,さしだす,さしだす,"to present, to submit, to hold out","내밀다, 제출하다",verb,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_661ff696389aa9c8,N1,差し支える,さしつかえる,さしつかえる,"to interfere, to hinder","지장을 주다, 방해되다",verb,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_f1151524cda729e4,N1,授ける,さずける,さずける,"to grant, to award, to teach","내려주다, 전수하다",verb,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_78254f13cadebd7e,N1,摩する,さする,さする,"to rub, to stroke","문지르다, 쓰다듬다",verb,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_4adbff7733bf58b5,N1,さぞ (さぞや。さぞかし),さぞ (さぞや。さぞかし),さぞ (さぞや。さぞかし),"I am sure, certainly, no doubt","나 오전 확실한, 확실히, 없음, 아니오 의심하다",noun,E,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,1,"[""draft-ko-missing"",""non-vocabulary""]",1,Korean meaning draft required; 단어형 항목 아님: 표면형에 괄호 문맥이 있어 독립 단어 표제어가 아님
w_8de112511beeb358,N1,定まる,さだまる,さだまる,"to become settled, to be fixed","정해지다, 안정되다",verb,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_4a38279bebc112bd,N1,定める,さだめる,さだめる,"to decide, to determine",결정하다,verb,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (determine)
w_eff39e751d16aff5,N1,座談会,ざだんかい,ざだんかい,"symposium, round-table discussion",좌담회,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (symposium)
w_5017e170ab97f095,N1,雑,ざつ,ざつ,"rough, crude","조잡함, 엉성함",adjective,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (crude)
w_9625674a93542381,N1,雑貨,ざっか,ざっか,"miscellaneous goods, general goods",잡화,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_1ec497ea93ec00bf,N1,殺人,さつじん,さつじん,murder,살인,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_e4b94c58b9499c0e,N1,察する,さっする,さっする,"to guess, to sense, to judge","헤아리다, 짐작하다",verb,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (judge)
w_d46b118371822dca,N1,雑談,ざつだん,ざつだん,"chatting, idle talk",잡담,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (chatting)
w_b9c641f6b95aab47,N1,さっと,さっと,さっと,"suddenly, smoothly",갑자기,adverb,C,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (smoothly)
w_862d6a9a85c61cfc,N1,さっぱりする,さっぱりする,さっぱりする,to refresh,"상쾌해지다, 산뜻해지다",verb,C,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_1447f7877cf10ccf,N1,悟る,さとる,さとる,"to attain enlightenment, to understand",깨닫다,verb,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_e99a3d245db86373,N1,最中,さなか,さなか,"in the middle of, midst","~의 한가운데, 한가운데",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_d7c3b028ca45cecf,N1,座標,ざひょう,ざひょう,coordinates,좌표,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_261b2a973023f573,N1,さほど,さほど,さほど,"not so, not that much","그다지, 그리 (~않다)",adverb,C,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,human-corrected MT word-salad (Korean meaning draft required)
w_5036fc069c57f6e4,N1,サボる,サボる,サボる,to cut (skip) classes; to loaf on the job; to idle away one's time,"땡땡이치다, 게으름 피우다",verb,E,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_55384eab47324e75,N1,様,さま,さま,state; way (a person does something); Mr. or Mrs.,"모습, 양, ~님",suffix,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_0a5d3f88f564eabf,N1,寒気,さむけ,さむけ,"chill, shiver, cold","오한, 한기",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,"Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (chill, shiver)"
w_e8d685bc3b564ddd,N1,侍,さむらい,さむらい,samurai,사무라이,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_4e728fed6daebd41,N1,さも,さも,さも,"with gusto, with satisfaction","정말 그런 듯이, 아주",adverb,C,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_5dc3b58a2aca6b55,N1,作用,さよう,さよう,"operation, effect, function",작용,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_2747cf6496c7b06a,N1,さらう (こどもを～),さらう (こどもを～),さらう (こどもを～),to kidnap,납치하다,verb,E,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,1,"[""ko-reviewed"",""non-vocabulary""]",1,Korean meaning reviewed/corrected; 단어형 항목 아님: 표면형/읽기에 ～ 또는 〜 자리표시자가 있어 문법·접사 패턴으로 분류
w_2345ae5ca63bb5e4,N1,障る,さわる,さわる,"to hinder, to interfere with, to affect","지장을 주다, 해치다",verb,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_212c92637f1374c1,N1,酸,さん,さん,acid,산(酸),noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_73b7fb9657f81e3e,N1,山岳,さんがく,さんがく,mountains,산악,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_832f7650808f7bdf,N1,参議院,さんぎいん,さんぎいん,House of Councilors,참의원,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_20d9cf004faafa35,N1,産休,さんきゅう,さんきゅう,maternity leave,출산 휴가,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_0783dd396f0d364e,N1,サンキュー,サンキュー,サンキュー,thank you,고맙습니다,interjection,D,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_a4c9ae1f7c19ebc6,N1,残金,ざんきん,ざんきん,remaining money,"잔금, 남은 돈",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_3e90b62deae13711,N1,産後,さんご,さんご,"postpartum, after childbirth",산후,adjective,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_e3179dcdcdadcc4d,N1,残酷,ざんこく,ざんこく,"cruelty, harshness","잔혹함, 잔인함",adjective,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_2a38d4c3a68e3ad8,N1,産出,さんしゅつ,さんしゅつ,"yield, produce","산출, 생산",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (yield)
w_b31cc4e91f31b363,N1,参照,さんしょう,さんしょう,"reference, consultation, consultation",참조,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_727f7cb99378848b,N1,参上,さんじょう,さんじょう,"calling on, visiting","방문함, 찾아뵘",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_f636823f22a0db7f,N1,残高,ざんだか,ざんだか,"(bank) balance, remainder","잔액, 균형(은행), 나머지",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_d37193b49b365e4f,N1,サンタクロース,サンタクロース,サンタクロース,Santa Claus,산타클로스,noun,D,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_a8a244619250a753,N1,桟橋,さんばし,さんばし,"wharf, jetty, pier","부두, 선착장",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_f026bdd82cabb88c,N1,賛美,さんび,さんび,"praise, adoration, glorification","찬미, 찬양",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,"Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (adoration, glorification)"
w_4a3676bc2cb50d43,N1,山腹,さんぷく,さんぷく,"hillside, mountainside",산허리,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_a808945e8cf37915,N1,産婦人科,さんふじんか,さんふじんか,maternity and gynecology department,산부인과,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_cd9db246a8039a5f,N1,産物,さんぶつ,さんぶつ,"product, result, fruit",산물,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_5177334f7a8f6c84,N1,山脈,さんみゃく,さんみゃく,mountain range,산맥,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_ef28884111a886f1,N1,仕上がり,しあがり,しあがり,"finish, end, completion","완성, 마무리",noun,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_9832c96412b45fec,N1,仕上,しあげ,しあげ,"end, finishing touches","마무리, 완성",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_de35d7df4713498c,N1,仕上げる,しあげる,しあげる,"to finish up, to complete","마무리하다, 완성하다",verb,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_5868b17b4107a9a4,N1,飼育,しいく,しいく,"breeding, raising, rearing","사육, 기름",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_cd89b540108a739e,N1,強いて,しいて,しいて,"to dare, to insist","억지로, 굳이",adverb,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_1e1d72edb4f1b9f1,N1,シート,シート,シート,seat; sheet,시트; 좌석,noun,D,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_c836f8ea18005d45,N1,ジーパン,ジーパン,ジーパン,jeans,청바지,noun,D,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_f9d02d2cc48fb225,N1,仕入れる,しいれる,しいれる,"to lay in stock, to replenish stock, to procure","매입하다, 들여오다",verb,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_3bd8a7a243d65453,N1,強いる,しいる,しいる,"to force, to compel, to coerce","강요하다, 강제하다",verb,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (compel)
w_403a2b956d0a226d,N1,潮,しお,しお,tide,"조수, 밀물 썰물",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_dca144214e2d6b3a,N1,歯科,しか,しか,dentistry,치과,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_736188dbb39f5263,N1,自我,じが,じが,"self, ego","자기, 자아",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_5bfe1ab22c52d378,N1,自覚,じかく,じかく,self-conscious,자각,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_b87f291dcfcaefd7,N1,仕掛,しかけ,しかけ,"device, trick, mechanism","장치, 장치된 것",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (mechanism)
w_ef366b12af02df65,N1,仕掛ける,しかける,しかける,"to lay, to set, to wage","(장치를) 걸다, 시비를 걸다",verb,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_e8b4e8eb9ffea033,N1,しかしながら,しかしながら,しかしながら,"however, nevertheless","아무리 ~해도, 그러나, 그럼에도 불구하고",adverb,C,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_129c99829b6f7263,N1,色彩,しきさい,しきさい,color,색채,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_dd3cb54eb01fb502,N1,式場,しきじょう,しきじょう,"ceremonial hall, place of ceremony (e.g., marriage)",식장,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_bfa2c36a62a0117e,N1,しきたり,しきたり,しきたり,"custom, conventional practice, tradition","관습, 전통",noun,C,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_22ca1d6f7168b4a3,N1,事業,じぎょう,じぎょう,"project, enterprise, business",사업,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (enterprise)
w_c558b189fab1c913,N1,軽蔑,けいべつ,けいべつ,"scorn, disdain",경멸,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_f5fc5e268c82afdb,N1,経歴,けいれき,けいれき,"personal history, career","경력, 이력",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_e44da799eed32d07,N1,経路,けいろ,けいろ,"course, route, channel",경로,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_53f1086afec5bc5e,N1,けがらわしい,けがらわしい,けがらわしい,"filthy, unfair","더럽다, 추잡하다",adjective,C,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (filthy)
w_6575cb31b3af40f0,N1,劇団,げきだん,げきだん,"troupe, theatrical company",극단,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (troupe)
w_7fcc3a8fe55e2b06,N1,激励,げきれい,げきれい,encouragement,격려,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_9a83a2519b4832ae,N1,ゲスト,ゲスト,ゲスト,guest,손님,noun,D,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_df20da25c79e74b0,N1,獣,けだもの,けだもの,"beast, brute","짐승, 야수",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_dcc278bbabb3ea90,N1,決,けつ,けつ,"decision, vote","표결, 결정",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_c8ab1d6155672f6e,N1,決意,けつい,けつい,"decision, determination","결정, 결심",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_d60fcbde3b90b615,N1,結核,けっかく,けっかく,tuberculosis,결핵,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_c18e69948431c89e,N1,決議,けつぎ,けつぎ,"resolution, vote, decision",결의,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_d3797d8c5a619371,N1,結合,けつごう,けつごう,"combination, union",결합,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_d5e796d1c4a1bae6,N1,決算,けっさん,けっさん,"balance sheet, settlement of accounts",결산,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_ddc194398acd5cab,N1,月謝,げっしゃ,げっしゃ,monthly tuition fee,"월사금, 월 회비, 수업료",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_d64e7f45ef60b261,N1,決勝,けっしょう,けっしょう,finals (in sports),결승,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_607d37302a2d7c93,N1,結晶,けっしょう,けっしょう,"crystal, crystallization",결정,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_e9a4203e56d22d0c,N1,結成,けっせい,けっせい,formation,형성,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_9d6549730dfcd4f7,N1,結束,けっそく,けっそく,"union, unity",결속,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_dadb6a6af0c8c1e7,N1,げっそり,げっそり,げっそり,"being disheartened, losing weight","홀쭉해짐, 기운이 빠짐",verb,C,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_737884237fe81fd0,N1,決断,けつだん,けつだん,"decision, determination","결정, 결심",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_c76e729e22cc5801,N1,月賦,げっぷ,げっぷ,monthly installment,"월부, 할부",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_6776a11169f9b251,N1,欠乏,けつぼう,けつぼう,shortage,"결핍, 부족",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_50c79dbb941aed3a,N1,蹴飛ばす,けとばす,けとばす,"to kick away, to kick (someone)",걷어차다,verb,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_808bf4bf0edd9943,N1,けなす,けなす,けなす,to speak ill of,"헐뜯다, 깎아내리다",verb,C,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_b3664c9b7bb5d5f2,N1,煙たい,けむたい,けむたい,"smoky, feeling awkward","연기 자욱하다, 거북하다",adjective,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_7148d2c0abf53559,N1,煙る,けむる,けむる,"to smoke (e.g., fire)",연기가 나다,verb,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_7c846856a25ae36a,N1,獣,けもの,けもの,"beast, brute","짐승, 야수",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_08935aec88cb5629,N1,家来,けらい,けらい,"retainer, retinue, servant","가신, 부하",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,"Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (retainer, retinue)"
w_0464f0e712ee1321,N1,下痢,げり,げり,diarrhea,설사,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_037ca03be8adf4d5,N1,権威,けんい,けんい,"authority, power, influence",권위,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_32aa9133403521c6,N1,兼業,けんぎょう,けんぎょう,holding two jobs at the same time,겸업,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_9367f9fa0701590c,N1,原形,げんけい,げんけい,"original form, base form",원형(原形),noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_edcb9204b7931d66,N1,原型,げんけい,げんけい,"prototype, model, archetypal","원형(原型), 프로토타입",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,"Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (prototype, archetypal)"
