literal,highest_severity,checks,details,meanings_ko,meanings_en,onyomi,kunyomi,radical,radical_name_ko,radical_number,stroke_count,qa_status,linked_word_count,linked_word_examples
殊,review,manual_review_required,,"[""특히""]","[""particularly"",""especially"",""exceptionally""]","[""シュ""]","[""こと""]",歹,죽을 사,78,10,auto,2,特殊/とくしゅ:특수 || 殊に/ことに:특히
残,review,manual_review_required,,"[""남다""]","[""remainder"",""leftover"",""balance""]","[""ザン"",""サン""]","[""のこ.る"",""のこ.す"",""そこな.う"",""のこ.り""]",歹,죽을 사,78,10,auto,10,"残念/ざんねん:유감스러움, 섭섭함 || 残る/のこる:남다 || 残業/ざんぎょう:잔업 || 残す/のこす:남기다 || 残らず/のこらず:완전히, 없이 예외 || 残酷/ざんこく:잔혹함, 잔인함 || 残高/ざんだか:잔액, 균형(은행), 나머지 || 名残/なごり:자취, 여운; 아쉬움"
殖,review,manual_review_required,,"[""번식하다"",""늘리다""]","[""augment"",""increase"",""multiply"",""raise""]","[""ショク""]","[""ふ.える"",""ふ.やす""]",歹,죽을 사,78,12,auto,1,繁殖/はんしょく:번식
殴,review,manual_review_required,,"[""때리다"",""치다""]","[""assault"",""hit"",""beat"",""thrash""]","[""オウ""]","[""なぐ.る""]",殳,갖은둥글월 문,79,8,auto,1,"殴る/なぐる:때리다, 치다"
段,review,manual_review_required,,"[""단"",""계단""]","[""grade"",""steps"",""stairs""]","[""ダン"",""タン""]",[],殳,갖은둥글월 문,79,9,auto,6,"階段/かいだん:계단 || 値段/ねだん:가격 || 手段/しゅだん:수단 || 段階/だんかい:단계 || 段/だん:단, 계단 || 格段/かくだん:현격함,차이가큼"
殺,review,manual_review_required,,"[""죽이다""]","[""kill"",""murder"",""butcher"",""slice off"",""split"",""diminish"",""reduce"",""spoil""]","[""サツ"",""サイ"",""セツ""]","[""ころ.す"",""-ごろ.し"",""そ.ぐ"",""あや.める""]",殳,갖은둥글월 문,79,10,auto,6,殺す/ころす:죽이다 || 自殺/じさつ:자살 || 殺人/さつじん:살인 || 暗殺/あんさつ:암살 || 殺到/さっとう:쇄도(세차게몰려듦) || 殺菌/さっきん:살균
殻,review,manual_review_required,,"[""껍데기"",""껍질""]","[""husk"",""nut shell""]","[""カク"",""コク"",""バイ""]","[""から"",""がら""]",殳,갖은둥글월 문,79,11,auto,2,"殻/から:껍데기, 껍질 || 貝殻/かいがら:조개껍데기"
殿,review,manual_review_required,,"[""귀하"",""님""]","[""Mr."",""hall"",""mansion"",""palace"",""temple"",""lord""]","[""デン"",""テン""]","[""との"",""-どの""]",殳,갖은둥글월 문,79,13,auto,4,"殿/どの:귀하, 님 || 宮殿/きゅうでん:궁전 || 神殿/しんでん:신전 || 殿様/とのさま:영주, 도련님"
母,review,manual_review_required,,"[""엄마""]","[""mother""]","[""ボ""]","[""はは"",""も""]",毋,말 무,80,5,auto,10,"母/はは:엄마 || お母さん/おかあさん:어머니 || 祖母/そぼ:조모, 할머니 || 母親/ははおや:모친;어머니 || 叔母/おば:부모보다 나이가 어린 아주머니 || 父母/ふぼ:아버지 어머니, 부모 || 伯母/おば:부모보다 나이가 많은 아주머니 || 母国/ぼこく:모국"
毎,review,manual_review_required,,"[""매번"",""마다""]","[""every""]","[""マイ""]","[""ごと"",""-ごと.に""]",毋,말 무,80,6,auto,4,"毎日/まいにち:매일 || 毎週/まいしゅう:매주 || 毎朝/まいあさ:매일 아침 || 毎度/まいど:매번, 늘"
毒,review,manual_review_required,,"[""독"",""독극물""]","[""poison"",""virus"",""venom"",""germ"",""harm"",""injury"",""spite""]","[""ドク""]",[],毋,말 무,80,8,auto,3,"毒/どく:독, 독극물 || 消毒/しょうどく:소독 || 中毒/ちゅうどく:중독"
比,review,manual_review_required,,"[""비교하다""]","[""compare"",""race"",""ratio"",""Philippines""]","[""ヒ""]","[""くら.べる""]",比,견줄 비,81,4,auto,5,比べる/くらべる:비교하다 || 比較/ひかく:비교 || 比較的/ひかくてき:비교적 || 比例/ひれい:비례 || 対比/たいひ:대비
毛,review,manual_review_required,,"[""머리카락"",""털""]","[""fur"",""hair"",""feather"",""down""]","[""モウ""]","[""け""]",毛,터럭 모,82,4,auto,6,"毛/け:머리카락, 털 || 毛布/もうふ:담요 || 毛糸/けいと:털실 || 髪の毛/かみのけ:머리카락(머리) || 毛皮/けがわ:모피 || 羊毛/ようもう:양모"
毟,review,manual_review_required,,"[""쥐어뜯다"",""잡아 뽑다""]","[""pluck"",""pick"",""tear"",""(kokuji)""]",[],"[""むし.る""]",毛,터럭 모,82,8,auto,1,"毟る/むしる:쥐어뜯다, 잡아 뽑다"
氏,review,manual_review_required,,"[""성씨"",""씨""]","[""family name"",""surname"",""clan""]","[""シ""]","[""うじ"",""-うじ""]",氏,각씨 씨,83,4,auto,2,"氏名/しめい:성명, 이름 || 氏/し:성씨, 씨"
民,review,manual_review_required,,"[""백성"",""국민""]","[""people"",""nation"",""subjects""]","[""ミン""]","[""たみ""]",氏,각씨 씨,83,5,auto,13,国民/こくみん:국민 || 市民/しみん:시민 || 住民/じゅうみん:주민 || 民間/みんかん:민간 || 農民/のうみん:농민 || 民謡/みんよう:민요 || 民族/みんぞく:민족 || 移民/いみん:이민
気,review,manual_review_required,,"[""정신"",""기운"",""기분""]","[""spirit"",""mind"",""air"",""atmosphere"",""mood""]","[""キ"",""ケ""]","[""いき"",""き""]",气,기운 기,84,6,auto,55,"元気/げんき:건강함 || 電気/でんき:전기 || 天気/てんき:날씨 || 気/き:정신, 기운, 기분, 분위기 || 気持ち/きもち:기분, 느낌 || 気分/きぶん:기분 || 本気/ほんき:진심, 진지함 || 空気/くうき:공기, 분위기, 대기"
水,review,manual_review_required,,"[""물""]","[""water""]","[""スイ""]","[""みず"",""みず-""]",水,물 수,85,4,auto,31,"水/みず:물 || 水曜日/すいようび:수요일 || 水道/すいどう:수도, 상수도 || 水泳/すいえい:수영 || 地下水/ちかすい:지하수 || 水着/みずぎ:수영복 || 水道料金/すいどうりょうきん:수도 요금 || 下水/げすい:하수"
氷,review,manual_review_required,,"[""얼음""]","[""icicle"",""ice"",""hail"",""freeze"",""congeal""]","[""ヒョウ""]","[""こおり"",""ひ"",""こお.る""]",水,물 수,85,5,auto,1,氷/こおり:얼음
永,review,manual_review_required,,"[""길다"",""영원""]","[""eternity"",""long"",""lengthy""]","[""エイ""]","[""なが.い""]",水,물 수,85,5,auto,2,"永遠/えいえん:영원, 영구, 불멸 || 永久/えいきゅう:영원, 영구, 불멸"
汁,review,manual_review_required,,"[""즙"",""국물""]","[""soup"",""juice"",""broth"",""sap"",""gravy"",""pus""]","[""ジュウ""]","[""しる"",""-しる"",""つゆ""]",水,물 수,85,5,auto,1,"汁/しる:즙, 국물"
求,review,manual_review_required,,"[""구하다"",""요구하다"",""바라다""]","[""request"",""want"",""wish for"",""require"",""demand""]","[""キュウ"",""グ""]","[""もと.める""]",水,물 수,85,7,needs_review,4,"要求/ようきゅう:요구 || 請求書/せいきゅうしょ:청구서 || 求める/もとめる:구하다(요구) || 請求/せいきゅう:청구, 요구"
汗,review,manual_review_required,,"[""땀""]","[""sweat"",""perspire""]","[""カン""]","[""あせ""]",水,물 수,85,6,auto,1,汗/あせ:땀
汚,review,manual_review_required,,"[""더럽다"",""지저분하다""]","[""dirty"",""pollute"",""disgrace"",""rape"",""defile""]","[""オ""]","[""けが.す"",""けが.れる"",""けが.らわしい"",""よご.す"",""よご.れる"",""きたな.い""]",水,물 수,85,6,auto,5,"汚い/きたない:더럽다,지저분하다; 더럽다, 지저분하다 || 汚れる/よごれる:더러워지다 || 汚す/よごす:더럽히다 || 汚染/おせん:오염 || 汚れ/よごれ:더러움,오염"
池,review,manual_review_required,,"[""연못""]","[""pond"",""cistern"",""pool"",""reservoir""]","[""チ""]","[""いけ""]",水,물 수,85,6,auto,3,"池/いけ:연못 || 電池/でんち:전지, 배터리 || 乾電池/かんでんち:건전지"
汰,review,manual_review_required,,"[""걸러내다"",""사치""]","[""washing"",""sieving"",""filtering"",""weeding out"",""luxury""]","[""タ"",""タイ""]","[""おご.る"",""にご.る"",""よな.げる""]",水,물 수,85,7,auto,2,"無沙汰/ぶさた:소식이 없음, 연락이 뜸함 || 御無沙汰/ごぶさた:오래 연락하지 않음, 소식이 뜸함"
決,review,manual_review_required,,"[""표결"",""결정""]","[""decide"",""fix"",""agree upon"",""appoint""]","[""ケツ""]","[""き.める"",""-ぎ.め"",""き.まる"",""さ.く""]",水,물 수,85,7,auto,19,"決して/けっして:결코 || 決める/きめる:결정하다 || 決まる/きまる:정해지다 || 決定/けってい:결정, 결심 || 解決/かいけつ:해결 || 決まり/きまり:규칙, 정해진 것 || 決心/けっしん:결심 || 決行/けっこう:결행"
汽,review,manual_review_required,,"[""증기""]","[""vapor"",""steam""]","[""キ""]",[],水,물 수,85,7,auto,1,汽車/きしゃ:기차(증기 기관차)
沈,review,manual_review_required,,"[""가라앉다""]","[""sink"",""be submerged"",""subside"",""be depressed"",""aloes""]","[""チン"",""ジン""]","[""しず.む"",""しず.める""]",水,물 수,85,7,auto,4,沈む/しずむ:가라앉다 || 沈黙/ちんもく:침묵 || 沈没/ちんぼつ:침몰 || 沈下/ちんか:침하
沙,review,manual_review_required,,"[""모래""]","[""sand""]","[""サ"",""シャ""]","[""すな"",""よなげる""]",水,물 수,85,7,auto,2,"無沙汰/ぶさた:소식이 없음, 연락이 뜸함 || 御無沙汰/ごぶさた:오래 연락하지 않음, 소식이 뜸함"
没,review,manual_review_required,,"[""가라앉다"",""사라지다""]","[""drown"",""sink"",""hide"",""fall into"",""disappear"",""die""]","[""ボツ"",""モツ""]","[""おぼ.れる"",""しず.む"",""ない""]",水,물 수,85,7,auto,5,没収/ぼっしゅう:몰수 || 沈没/ちんぼつ:침몰 || 没頭/ぼっとう:몰두 || 出没/しゅつぼつ:출몰 || 没落/ぼつらく:몰락
沢,review,manual_review_required,,"[""못"",""윤택함""]","[""swamp"",""marsh"",""brilliance"",""grace""]","[""タク""]","[""さわ"",""うるお.い"",""うるお.す"",""つや""]",水,물 수,85,7,auto,3,"沢山/たくさん:많이 || 贅沢/ぜいたく:사치, 호화 || 光沢/こうたく:광택"
河,review,manual_review_required,,"[""강""]","[""river""]","[""カ""]","[""かわ""]",水,물 수,85,8,auto,2,河川/かせん:강 || 運河/うんが:운하
沸,review,manual_review_required,,"[""끓다""]","[""seethe"",""boil"",""ferment"",""uproar"",""breed""]","[""フツ""]","[""わ.く"",""わ.かす""]",水,물 수,85,8,auto,3,"沸く/わく:끓다 || 沸かす/わかす:(물을) 끓이다 || 沸騰/ふっとう:비등,물이끓음"
油,review,manual_review_required,,"[""기름""]","[""oil"",""fat""]","[""ユ"",""ユウ""]","[""あぶら""]",水,물 수,85,8,auto,5,油/あぶら:기름 || 石油/せきゆ:석유 || 油断/ゆだん:방심 || 原油/げんゆ:원유 || 灯油/とうゆ:등유
治,review,manual_review_required,,"[""다스리다"",""낫다"",""고치다"",""진정시키다""]","[""reign"",""be at peace"",""calm down"",""subdue"",""quell"",""govt"",""cure"",""heal"",""rule"",""conserve""]","[""ジ"",""チ""]","[""おさ.める"",""おさ.まる"",""なお.る"",""なお.す""]",水,물 수,85,8,needs_review,10,"政治/せいじ:정치 || 治る/なおる:(병이) 낫다 || 政治家/せいじか:정치가, 정치적 수완이 있고 술수에 능한 사람 || 治療/ちりょう:치료 || 自治/じち:자치 || 統治/とうち:통치 || 治安/ちあん:치안 || 退治/たいじ:퇴치"
沼,review,manual_review_required,,"[""늪"",""못""]","[""marsh"",""lake"",""bog"",""swamp"",""pond""]","[""ショウ""]","[""ぬま""]",水,물 수,85,8,auto,1,"沼/ぬま:늪, 못"
沿,review,manual_review_required,,"[""따르다"",""연하다""]","[""run alongside"",""follow along"",""run along"",""lie along""]","[""エン""]","[""そ.う"",""-ぞ.い""]",水,물 수,85,8,auto,2,沿岸/えんがん:해안 || 沿線/えんせん:연선(철도변)
況,review,manual_review_required,,"[""상황"",""형편""]","[""condition"",""situation""]","[""キョウ""]","[""まし.て"",""いわ.んや"",""おもむき""]",水,물 수,85,8,auto,3,状況/じょうきょう:상황 || 不況/ふきょう:불황 || 好況/こうきょう:호황
泉,review,manual_review_required,,"[""샘"",""분수""]","[""spring"",""fountain""]","[""セン""]","[""いずみ""]",水,물 수,85,9,auto,2,"温泉/おんせん:온천 || 泉/いずみ:샘, 분수"
泊,review,manual_review_required,,"[""묵다"",""숙박하다""]","[""overnight stay"",""put up at"",""ride at anchor""]","[""ハク""]","[""と.まる"",""と.める""]",水,물 수,85,8,auto,3,"泊まる/とまる:묵다, 숙박하다 || 泊める/とめる:주다 피난처 || 宿泊/しゅくはく:숙박"
法,review,manual_review_required,,"[""법"",""방법""]","[""method"",""law"",""rule"",""principle"",""model"",""system""]","[""ホウ"",""ハッ"",""ホッ"",""フラン""]","[""のり""]",水,물 수,85,8,auto,12,"法律/ほうりつ:법률 || 文法/ぶんぽう:문법 || 方法/ほうほう:방법 || 法則/ほうそく:법, 규칙 || 憲法/けんぽう:헌법 || 寸法/すんぽう:치수, 크기 || 手法/しゅほう:기법, 수법 || 司法/しほう:사법"
泡,review,manual_review_required,,"[""거품""]","[""bubbles"",""foam"",""suds"",""froth""]","[""ホウ""]","[""あわ""]",水,물 수,85,8,auto,1,泡/あわ:거품
波,review,manual_review_required,,"[""파도""]","[""waves"",""billows"",""Poland""]","[""ハ""]","[""なみ""]",水,물 수,85,8,auto,6,"波/なみ:파도 || 電波/でんぱ:전파 || 津波/つなみ:쓰나미, 지진해일 || 波及/はきゅう:파급 || 余波/よは:여파 || 人波/ひとなみ:인파"
泣,review,manual_review_required,,"[""울다""]","[""cry"",""weep"",""moan""]","[""キュウ""]","[""な.く""]",水,물 수,85,8,auto,1,泣く/なく:울다
泥,review,manual_review_required,,"[""진흙""]","[""mud"",""mire"",""adhere to"",""be attached to""]","[""デイ"",""ナイ"",""デ"",""ニ""]","[""どろ"",""なず.む""]",水,물 수,85,8,auto,2,泥棒/どろぼう:도둑 || 泥/どろ:진흙
注,review,manual_review_required,,"[""붓다"",""따르다""]","[""pour"",""irrigate"",""shed (tears)"",""flow into"",""concentrate on"",""notes"",""comment"",""annotate""]","[""チュウ""]","[""そそ.ぐ"",""さ.す"",""つ.ぐ""]",水,물 수,85,8,auto,7,"注意/ちゅうい:주의 || 注目/ちゅうもく:주목 || 注文/ちゅうもん:주문 || 注射/ちゅうしゃ:주사 || 注ぐ/そそぐ:붓다,따르다 || 注ぐ/つぐ:붓다, 따르다 || 注意深い/ちゅういぶかい:주의깊다,신중하다"
泳,review,manual_review_required,,"[""헤엄치다""]","[""swim""]","[""エイ""]","[""およ.ぐ""]",水,물 수,85,8,auto,2,泳ぐ/およぐ:헤엄치다 || 水泳/すいえい:수영
洋,review,manual_review_required,,"[""바다"",""서양""]","[""ocean"",""sea"",""foreign"",""Western style""]","[""ヨウ""]",[],水,물 수,85,9,auto,4,"洋服/ようふく:양복, 서양식 옷 || 西洋/せいよう:서양 || 東洋/とうよう:동양 || 海洋/かいよう:해양"
洒,review,manual_review_required,,"[""씻다"",""뿌리다""]","[""wash"",""sprinkle""]","[""シャ"",""ソン"",""サイ"",""セン"",""セイ""]","[""すす.ぐ"",""あら.う""]",水,물 수,85,9,auto,2,"お洒落/おしゃれ:멋쟁이, 세련됨 || 洒落/しゃれ:익살, 재담; 멋"
洗,review,manual_review_required,,"[""씻다""]","[""wash"",""inquire into"",""probe""]","[""セン""]","[""あら.う""]",水,물 수,85,9,auto,9,"洗う/あらう:씻다 || 洗濯/せんたく:세탁,빨래 || お手洗い/おてあらい:화장실 || 洗濯物/せんたくもの:세탁물 || 洗濯機/せんたくき:세탁기 || 洗剤/せんざい:세제 || 洗面所/せんめんじょ:세면소;화장실 || 洗面/せんめん:세면, 세수"
津,review,manual_review_required,,"[""나루"",""항구""]","[""haven"",""port"",""harbor"",""ferry""]","[""シン""]","[""つ""]",水,물 수,85,9,auto,1,"津波/つなみ:쓰나미, 지진해일"
洪,review,manual_review_required,,"[""홍수"",""넓다""]","[""deluge"",""flood"",""vast""]","[""コウ""]",[],水,물 수,85,9,auto,1,洪水/こうずい:홍수
活,review,manual_review_required,,"[""살다"",""활발함""]","[""lively"",""resuscitation"",""being helped"",""living""]","[""カツ""]","[""い.きる"",""い.かす"",""い.ける""]",水,물 수,85,9,auto,9,"活動/かつどう:활동 || 生活費/せいかつひ:생활비 || 活気/かっき:활기 || 活躍/かつやく:활약 || 活用/かつよう:활용; (문법) 활용 || 活力/かつりょく:활력, 에너지 || 活字/かつじ:활자 || 復活/ふっかつ:부활"
派,review,manual_review_required,,"[""파"",""파벌""]","[""faction"",""group"",""party"",""clique"",""sect"",""school""]","[""ハ""]",[],水,물 수,85,9,auto,5,"立派/りっぱ:훌륭함 || 派手/はで:화려함, 요란함 || 派遣/はけん:파견 || 派生/はせい:파생 || 特派/とくは:특파"
流,review,manual_review_required,,"[""흘리다"",""틀다""]","[""current"",""a sink"",""flow"",""forfeit""]","[""リュウ"",""ル""]","[""なが.れる"",""なが.れ"",""なが.す"",""-なが.す""]",水,물 수,85,10,auto,14,"流れる/ながれる:흐르다 || 流行/りゅうこう:유행 || 流す/ながす:흘리다, 틀다 || 合流/ごうりゅう:합류 || 流れ/ながれ:흐름 || 交流/こうりゅう:교류 || 流石/さすが:역시, 과연 || 一流/いちりゅう:일류"
浅,review,manual_review_required,,"[""얕다""]","[""shallow"",""superficial"",""frivolous"",""wretched"",""shameful""]","[""セン""]","[""あさ.い""]",水,물 수,85,9,auto,2,"浅い/あさい:얕다 || 浅ましい/あさましい:비열하다, 한심하다"
浪,review,manual_review_required,,"[""물결"",""방랑""]","[""wandering"",""waves"",""billows"",""reckless"",""unrestrained""]","[""ロウ""]",[],水,물 수,85,10,auto,1,浪費/ろうひ:낭비
浮,review,manual_review_required,,"[""뜨다""]","[""floating"",""float"",""rise to surface""]","[""フ""]","[""う.く"",""う.かれる"",""う.かぶ"",""う.かべる""]",水,물 수,85,10,auto,5,"浮く/うく:뜨다 || 浮かべる/うかべる:뜨다, 표현하다 || 浮かぶ/うかぶ:뜨다, 떠오르다 || 浮気/うわき:바람기, 바람피움 || 浮かれる/うかれる:들뜨다,신나다"
浴,review,manual_review_required,,"[""목욕하다"",""샤워하다""]","[""bathe"",""be favored with"",""bask in""]","[""ヨク""]","[""あ.びる"",""あ.びせる""]",水,물 수,85,10,auto,5,"浴びる/あびる:목욕하다, 샤워하다 || 入浴/にゅうよく:목욕하다, 목욕 || 海水浴/かいすいよく:해수욕 || 浴衣/ゆかた:유카타, 여름 기모노 || 浴室/よくしつ:욕실"
海,review,manual_review_required,,"[""바다""]","[""sea"",""ocean""]","[""カイ""]","[""うみ""]",水,물 수,85,9,auto,11,"海/うみ:바다 || 海岸/かいがん:해안, 해변 || 海外/かいがい:해외, 외국 || 海苔/のり:수중의 암석에 붙어서 이끼 모양을 이룬 해초의 총칭;특히, あさくさのり, →ほしのり || 海水浴/かいすいよく:해수욕 || 海洋/かいよう:해양 || 航海/こうかい:항해 || 海峡/かいきょう:해협"
消,review,manual_review_required,,"[""사라지다"",""없애다"",""끄다"",""취소하다""]","[""extinguish"",""blow out"",""turn off"",""neutralize"",""cancel""]","[""ショウ""]","[""き.える"",""け.す""]",水,물 수,85,10,needs_review,16,"消す/けす:끄다,지우다; (불을) 끄다 || 消える/きえる:꺼지다,사라지다 || 消しゴム/けしゴム:지우개 || 消費/しょうひ:소비 || 消化/しょうか:소화 || 消防/しょうぼう:소방 || 消極的/しょうきょくてき:수동적인 || 消防署/しょうぼうしょ:소방서"
涙,review,manual_review_required,,"[""눈물""]","[""tears"",""sympathy""]","[""ルイ"",""レイ""]","[""なみだ""]",水,물 수,85,10,auto,1,涙/なみだ:눈물
液,review,manual_review_required,,"[""액체"",""액(液)""]","[""fluid"",""liquid"",""juice"",""sap"",""secretion""]","[""エキ""]",[],水,물 수,85,11,auto,4,"血液/けつえき:혈액 || 血液型/けつえきがた:혈액형 || 液体/えきたい:액체, 유동적인 || 液/えき:액체, 액(液)"
淑,review,manual_review_required,,"[""얌전함"",""정숙함""]","[""graceful"",""gentle"",""pure""]","[""シュク""]","[""しと.やか""]",水,물 수,85,11,auto,1,"淑やか/しとやか:얌전함, 정숙함"
淡,review,manual_review_required,,"[""연하다"",""흐리다""]","[""thin"",""faint"",""pale"",""fleeting""]","[""タン""]","[""あわ.い""]",水,물 수,85,11,auto,3,"淡い/あわい:연하다,흐리다 || 淡水/たんすい:담수, 민물 || 冷淡/れいたん:냉담한"
深,review,manual_review_required,,"[""깊다""]","[""deep"",""heighten"",""intensify"",""strengthen""]","[""シン""]","[""ふか.い"",""-ぶか.い"",""ふか.まる"",""ふか.める"",""み-""]",水,물 수,85,11,auto,7,"深い/ふかい:깊다 || 深夜/しんや:심야, 한밤중 || 深める/ふかめる:깊게하다 || 深まる/ふかまる:깊어지다 || 深刻/しんこく:심각한, 진지한 || 欲深い/よくふかい:욕심 많다, 탐욕스럽다 || 注意深い/ちゅういぶかい:주의깊다,신중하다"
混,review,manual_review_required,,"[""섞다""]","[""mix"",""blend"",""confuse""]","[""コン""]","[""ま.じる"",""-ま.じり"",""ま.ざる"",""ま.ぜる"",""こ.む""]",水,물 수,85,11,auto,8,混乱/こんらん:혼란 || 混雑/こんざつ:혼잡 || 混ぜる/まぜる:섞다 || 混ざる/まざる:섞이다 || 混合/こんごう:혼합 || 混じる/まじる:섞이다 || 混同/こんどう:혼동 || 混血/こんけつ:혼혈
添,review,manual_review_required,,"[""첨부하다"",""덧붙이다""]","[""annexed"",""accompany"",""marry"",""suit"",""meet"",""satisfy"",""attach"",""append"",""garnish"",""imitate""]","[""テン""]","[""そ.える"",""そ.う""]",水,물 수,85,11,auto,2,"添付/てんぷ:첨부 || 添える/そえる:첨부하다,덧붙이다"
清,review,manual_review_required,,"[""맑다"",""깨끗하다""]","[""pure"",""purify"",""cleanse"",""exorcise"",""Manchu dynasty""]","[""セイ"",""ショウ"",""シン""]","[""きよ.い"",""きよ.まる"",""きよ.める""]",水,물 수,85,11,auto,5,"清掃/せいそう:청소 || 清潔/せいけつ:청결하다 || 清書/せいしょ:정서, 깨끗이 옮겨 씀 || 清い/きよい:맑다,깨끗하다 || 清々しい/すがすがしい:상쾌하다, 시원하다"
渇,review,manual_review_required,,"[""목마르다""]","[""thirst"",""dry up"",""parch""]","[""カツ""]","[""かわ.く""]",水,물 수,85,11,auto,2,渇く/かわく:목마르다 || 枯渇/こかつ:고갈
済,review,manual_review_required,,"[""끝나다"",""마치다"",""해결하다""]","[""settle (debt, etc.)"",""relieve (burden)"",""finish"",""come to an end"",""excusable"",""need not""]","[""サイ"",""セイ""]","[""す.む"",""-ず.み"",""-ずみ"",""す.まない"",""す.ます"",""-す.ます"",""すく.う"",""な.す"",""わたし"",""わた.る""]",水,물 수,85,11,needs_review,5,"経済/けいざい:경제 || 済む/すむ:끝나다(해결) || 済ませる/すませる:끝내다, 마치다 || 救済/きゅうさい:구제 || 返済/へんさい:변제, 상환"
渉,review,manual_review_required,,"[""건너다"",""관련되다""]","[""ford"",""go cross"",""transit"",""ferry"",""import"",""involve""]","[""ショウ""]","[""わた.る""]",水,물 수,85,11,auto,3,交渉/こうしょう:협상 || 干渉/かんしょう:간섭 || 干渉する/かんしょうする:간섭하다
渋,review,manual_review_required,,"[""떫다"",""주저하다""]","[""astringent"",""hesitate"",""reluctant"",""have diarrhea""]","[""ジュウ"",""シュウ""]","[""しぶ"",""しぶ.い"",""しぶ.る""]",水,물 수,85,11,auto,1,渋滞/じゅうたい:정체
渚,review,manual_review_required,,"[""물가"",""바닷가""]","[""strand"",""beach"",""shore""]","[""ショ""]","[""なぎさ""]",水,물 수,85,11,auto,1,"渚/なぎさ:물가, 바닷가"
減,review,manual_review_required,,"[""줄다"",""감소하다""]","[""dwindle"",""decrease"",""reduce"",""decline"",""curtail"",""get hungry""]","[""ゲン""]","[""へ.る"",""へ.らす""]",水,물 수,85,12,auto,9,"減る/へる:줄다,감소하다 || 減らす/へらす:줄이다;감하다 || いい加減/いいかげん:적당함, 무책임함 || 加減/かげん:정도, 가감; 조절 || 半減/はんげん:반감 || 増減/ぞうげん:증감 || 減少/げんしょう:감소 || 削減/さくげん:삭감"
渡,review,manual_review_required,,"[""건네다""]","[""transit"",""ford"",""ferry"",""cross"",""import"",""deliver"",""diameter"",""migrate""]","[""ト""]","[""わた.る"",""-わた.る"",""わた.す""]",水,물 수,85,12,auto,6,"渡す/わたす:건네다 || 渡る/わたる:건너다 || 渡り鳥/わたりどり:철새 || 引き渡す/ひきわたす:넘겨주다,인도하다 || 見渡す/みわたす:바라보다, 둘러보다 || 橋渡し/はしわたし:중개, 가교"
温,review,manual_review_required,,"[""미지근하다""]","[""warm""]","[""オン""]","[""あたた.か"",""あたた.かい"",""あたた.まる"",""あたた.める"",""ぬく""]",水,물 수,85,12,auto,14,"温い/ぬるい:미지근하다 || 温泉/おんせん:온천 || 気温/きおん:기온 || 温度/おんど:온도, 체온 || 温かい/あたたかい:따뜻한 || 体温/たいおん:체온 || 温室/おんしつ:온실 || 温める/あたためる:데우다"
測,review,manual_review_required,,"[""재다"",""측정하다""]","[""fathom"",""plan"",""scheme"",""measure""]","[""ソク""]","[""はか.る""]",水,물 수,85,12,auto,6,"測定/そくてい:측정 || 測る/はかる:(길이,높이,속도등을)측정하다; 재다, 측정하다 || 測量/そくりょう:측정, 조사 || 予測/よそく:예측 || 観測/かんそく:관측 || 推測/すいそく:추측"
港,review,manual_review_required,,"[""항구""]","[""harbor""]","[""コウ""]","[""みなと""]",水,물 수,85,12,auto,2,空港/くうこう:공항 || 港/みなと:항구
湖,review,manual_review_required,,"[""호수""]","[""lake""]","[""コ""]","[""みずうみ""]",水,물 수,85,12,auto,1,湖/みずうみ:호수
湧,review,manual_review_required,,"[""솟아나다"",""생겨나다""]","[""boil"",""ferment"",""seethe"",""uproar"",""breed""]","[""ユウ"",""ヨウ"",""ユ""]","[""わ.く""]",水,물 수,85,12,auto,1,"湧く/わく:솟아나다, 생겨나다"
湯,review,manual_review_required,,"[""뜨거운 물"",""목욕물""]","[""hot water"",""bath"",""hot spring""]","[""トウ""]","[""ゆ""]",水,물 수,85,12,auto,4,"湯/ゆ:뜨거운 물, 목욕물 || 湯気/ゆげ:김, 수증기 || 湯飲み/ゆのみ:찻잔 || 熱湯/ねっとう:끓는 물, 열탕"
湾,review,manual_review_required,,"[""만""]","[""gulf"",""bay"",""inlet""]","[""ワン""]","[""いりえ""]",水,물 수,85,12,auto,1,湾/わん:만
湿,review,manual_review_required,,"[""축축해지다"",""습기차다""]","[""damp"",""wet"",""moist""]","[""シツ"",""シュウ""]","[""しめ.る"",""しめ.す"",""うるお.う"",""うるお.す""]",水,물 수,85,12,auto,5,"湿度/しつど:습도 || 湿気/しっけ:수분, 습도, 습기 || 湿気/しっき:수분, 습도, 습기 || 湿る/しめる:축축해지다,습기차다 || 湿気る/しける:습기를 머금다, 축축해지다"
満,review,manual_review_required,,"[""가득 차다"",""성숙하다""]","[""full"",""fullness"",""enough"",""satisfy""]","[""マン"",""バン""]","[""み.ちる"",""み.つ"",""み.たす""]",水,물 수,85,12,auto,10,"満足/まんぞく:만족 || 不満/ふまん:불만 || 満点/まんてん:만점 || 満員/まんいん:만원 || 未満/みまん:미만 || 満ちる/みちる:가득 차다, 성숙하다 || 満たす/みたす:채우다,충족시키다 || 満喫/まんきつ:만끽"
